"Description"	"Symbole"	"Titre"	"Sous-catégorie"	"Type"	"Acheteur"	"Vendeur"	"Clôture"	"Devise prix"	"Région"	"Non rachetable"	"Montant subséquent"	"Montant initial"	"Intérêt"	"Instrument financier"	"Fréquence"	"Échéance"	"Dividende"	"Date de dividende"	"Bourse"	"RM (%)"	"Rend. éché. - Marché (%)"
"EQT CPG NCI 4.65% 8AV13A"	""	"T35707"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,650"	"Obligation"	"1"	"2013/04/08"	"0,000"	""	""	"4,65"	"4,650000"
"EQT CPG NCI 4.81% 4OC12CA"	""	"T35387"	"Certificats de dépôt (intérêts composés)"	"2203010"	"100,000"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,810"	"Obligation"	"1"	"2012/10/04"	"0,000"	""	""	"4,81"	"4,810000"
"EQT CPG NCI 4.9% 24AU12A"	""	"T35240"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,900"	"Obligation"	"1"	"2012/08/24"	"0,000"	""	""	"4,90"	"4,900000"
"EQT CPG NCI 4.95% 5DC12A"	""	"T35514"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,950"	"Obligation"	"1"	"2012/12/05"	"0,000"	""	""	"4,95"	"4,950000"
"EQT CPG NCI 4.96% 4DC12A"	""	"T35509"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,960"	"Obligation"	"1"	"2012/12/04"	"0,000"	""	""	"4,96"	"4,960000"
"EQT CPG NCI 5.02% 4JL12A"	""	"T35094"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,020"	"Obligation"	"1"	"2012/07/04"	"0,000"	""	""	"5,02"	"5,020000"
"EQT CPG NCI 5.06% 6JL12A"	""	"T35104"	"Certificats de dépôt"	"2203010"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,060"	"Obligation"	"1"	"2012/07/06"	"0,000"	""	""	"5,06"	"5,060000"
"EQUICAP FINANCIAL CORP *"	"EQF"	"253483"	"Actions ordinaires"	"330"	"0,820"	"0,850"	"0,850"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"V"	"n/d"	""
"EQUIFAX INC"	"EFX"	"253345"	"Actions ordinaires"	"315"	"31,850"	"31,870"	"31,850"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,040"	"2009/11/20"	"NYS"	"0,50"	""
"EQUITY ONE INC"	"EQY"	"254285"	"Actions ordinaires"	"3158008"	"16,950"	"16,960"	"16,960"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,220"	"2009/12/11"	"NYS"	"5,19"	""
"ERDENE GOLD INC *"	"ERD"	"240730"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"ERICSSON L M TEL ADR"	"ERIC"	"254383"	"Actions ordinaires"	"3158000"	"9,800"	"9,810"	"9,800"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,229"	"2009/04/23"	"NAS"	"n/d"	""
"ERICSSON L.M TEL ADR C-B*"	""	"254381"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"0,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,000"	""	""	"n/d"	""
"ERSTE GROUP BANK AG-ADR"	"EBKDY"	"254496"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"19,830"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,453"	"2009/05/12"	"NAS"	"n/d"	""
"ESCROW-MIRANT CORP"	""	"839526"	"Autres titres"	"340"	"0,000"	"0,000"	"0,000"	"CAD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"0"	""	"0,000"	""	""	"n/d"	""
"ESPERANZA SILVER CORP"	"EPZ"	"255143"	"Actions ordinaires"	"330"	"1,140"	"1,160"	"1,140"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"ESPRIT E-10 CV6.5%31DC10*"	"EEE.DB"	"Y22486"	"Débentures convertibles"	"2756000"	"100,160"	"100,750"	"100,750"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2010/12/31"	"0,000"	""	"TSE"	"n/d"	"0,000000"
"ESPRIT ENERGY TR T/U *"	"EEE.UN"	"255686"	"Fiducies de redevances"	"3308001"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,300"	"2006/09/26"	"TSE"	"n/d"	""
"ESPRIT ENERGY-CL B T/U *"	""	"255178"	"Fiducies de redevances"	"3308001"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,140"	"2005/06/28"	""	"n/d"	""
"ESPRIT EXPLORATION LTD *"	""	"255157"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"ESSENTIAL ENGY SVCS T/U"	"ESN.UN"	"256987"	"Fiducies de redevances"	"3308001"	"1,260"	"1,270"	"1,260"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,010"	"2009/09/28"	"TSE"	"3,17"	""
"ESSILOR INTL SA ADR"	"ESLOY"	"255255"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"29,450"	"USD"	"FR"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,458"	"2009/05/18"	"NAS"	"1,56"	""
"ESTATION NETWORK SERVICES"	"ESNSF"	"255313"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"ETHICAL INCM"	"EFI062C"	"994963"	"Fonds d'obligations canadiennes et fonds à revenu"	"3807700"	"11,250"	"11,250"	"11,250"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"EURO-NET INV LTD"	"ENIVF"	"256334"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"EURO-NET INVESTMENT LTD *"	""	"255439"	"Actions ordinaires"	"330"	"0,030"	"0,030"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2000/10/25"	""	"n/d"	""
"EUROPE FUND INC *"	"EF"	"255329"	"Actions ordinaires"	"3308015"	"13,920"	"13,970"	"13,920"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,775"	"2004/12/13"	"NYS"	"0,00"	""
"EUROPEAN AERO DEFENSE ADR"	"EADSY"	"256162"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"14,280"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,187"	"2008/06/02"	"NAS"	"1,31"	""
"EUROPEAN GOLDFIELDS LTD"	"EGU"	"255559"	"Actions ordinaires"	"315"	"5,460"	"5,470"	"5,460"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"EVEN TECHNOLOGIES INC"	"ETI"	"255993"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"EVEREADY CV L33 7%30JN1*"	"EIS.DB"	"T33162"	"Débentures convertibles"	"2756000"	"73,000"	"77,000"	"74,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,000"	"Obligation"	"2"	"2011/06/30"	"0,000"	""	"TSE"	"9,46"	"30,782131"
"EVEREADY INC CV 7% 30JN11"	"EIS.DB"	"T33163"	"Obligations (autres)"	"2756000"	"99,200"	"99,200"	"99,200"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,000"	"Obligation"	"2"	"2011/06/30"	"0,000"	""	"TSE"	"7,06"	"7,594739"
"EVEREADY INCOME FUND T/U*"	"EIS.UN"	"256844"	"Fiducies de redevances"	"3308001"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,040"	"2008/12/23"	"TSE"	"n/d"	""
"EVERGREEN GAMING CORP"	"TNA"	"256785"	"Actions ordinaires"	"330"	"0,025"	"0,040"	"0,025"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"EVO REA /N"	"EVO460"	"970342"	"Fonds d'actions canadiennes"	"3807152"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"EX FUND CAPITAL INC -RSTD"	""	"255548"	"Actions ordinaires"	"330"	"0,510"	"0,510"	"0,510"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"EXAR REAL PPTY /N"	""	"994899"	"Fonds d'actions canadiennes"	"3807150"	"0,343"	"0,343"	"0,343"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"EXCEL MARITIME CARRIERS"	"EXM"	"255577"	"Actions ordinaires"	"315"	"6,380"	"6,400"	"6,400"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,400"	"2008/11/18"	"NYS"	"0,00"	""
"EXCH INCM-G CV 7.5%30SP14"	"EIF.DB.A"	"T36984"	"Obligations (autres)"	"2756000"	"100,500"	"102,000"	"100,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,500"	"Obligation"	"1"	"2014/09/30"	"0,000"	""	"TSE"	"7,46"	"7,345482"
"EXELON CORP"	"EXC"	"256309"	"Actions ordinaires"	"315"	"46,070"	"46,080"	"46,090"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,525"	"2009/11/10"	"NYS"	"4,56"	""
"EXELTECH AEROSPATIALE INC"	"XLT"	"256857"	"Actions ordinaires"	"330"	"0,015"	"0,025"	"0,020"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"EXFO ELECTRO-OPTIC ENG SV"	"EXF"	"256157"	"Actions ordinaires"	"330"	"5,550"	"5,600"	"5,600"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"EXODUS COMMUNICATION INC*"	""	"255716"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"EXP DEV CDA 5% 4MY06"	""	"A26952"	"Obligations (autres)"	"2601155"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,000"	"Obligation"	"2"	"2006/05/04"	"0,000"	""	""	"5,00"	"0,000000"
"EXP PTF CIB CDN-R /N"	"EXP400"	"926220"	"Fonds d'actions canadiennes"	"3807150"	"9,905"	"9,905"	"9,905"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,034"	"2009/12/31"	""	"0,35"	""
"EXPEDIA INC"	"EXPE"	"255779"	"Actions ordinaires"	"315"	"21,740"	"21,750"	"21,730"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"EXPL LINE ISLANDS-S/E MIN"	""	"621878"	"Actions ordinaires"	"330"	"0,400"	"0,400"	"0,400"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"EXPL MINIERE DU NORD LTE*"	"MDN"	"255825"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"EXPL PROBE INC"	""	"554270"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"EXPLORATION AMSECO LTD"	"AEL"	"027154"	"Actions ordinaires"	"330"	"0,100"	"0,120"	"0,100"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"EXPLORATION AZIMUT INC"	"AZM"	"051579"	"Actions ordinaires"	"330"	"0,680"	"0,710"	"0,680"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"EXPLORATION MALARTIC STH*"	"MSU"	"255899"	"Actions ordinaires"	"330"	"0,210"	"0,220"	"0,210"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"EXPLORATIONS FAIRSTAR IN*"	"FFR"	"256415"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"T"	"n/d"	""
"EXPLORER III RESOURCE LPU"	""	"256881"	"Actions ordinaires"	"3308002"	"14,150"	"14,150"	"14,150"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"EXPORT DEV CDA 5% 9FB09"	""	"A26912"	"Obligations (autres)"	"2601155"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,000"	"Obligation"	"2"	"2009/02/09"	"0,000"	""	""	"5,00"	"0,000000"
"EXPORT DEV P/C U$ 14AV09"	""	"P45616"	"Obligations à escompte (autres)"	"2401155"	"99,999"	"99,999"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2009/04/14"	"0,000"	""	""	"n/d"	"0,000000"
"EXPRESS SCRIPTS INC COM"	"ESRX"	"255855"	"Actions ordinaires"	"315"	"85,880"	"85,890"	"85,810"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"EXPRESSJET HOLDINGS INC *"	"XJT"	"255891"	"Actions ordinaires"	"315"	"0,000"	"0,000"	"0,180"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""
"EXTCR REIT CV 7.25%30JN13"	"EXE.DB.A"	"T36231"	"Débentures convertibles"	"2756000"	"103,250"	"104,000"	"104,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,250"	"Obligation"	"2"	"2013/06/30"	"0,000"	""	"TSE"	"6,97"	"5,942032"
"EXTDCR CV CB 5.7% 30JN14"	"EXE.DB"	"T36230"	"Débentures convertibles"	"2756000"	"97,750"	"98,000"	"98,200"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,700"	"Obligation"	"2"	"2014/06/30"	"0,000"	""	"TSE"	"5,80"	"6,169136"
"EXTENDICARE CM RD PFD S-*"	"EXE.PR.B"	"255919"	"Actions privilégiées"	"310"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,257"	"2006/07/27"	"TSE"	"n/d"	""
"EXTENDICARE INC ADJ PR-S3"	"EXE.PR.C"	"255920"	"Actions privilégiées"	"310"	"25,000"	"28,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,178"	"2006/07/27"	"TSE"	"0,00"	""
"EXTENDICARE INC CL A NVS*"	""	"255917"	"Actions ordinaires"	"330"	"17,000"	"17,000"	"17,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"EXTENDICARE INC SV *"	"EXE.A"	"255923"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,050"	"2006/10/10"	"TSE"	"n/d"	""
"EXTENDICARE REIT T/U"	"EXE.UN"	"256163"	"Société de placement immobilier"	"3308001"	"9,400"	"9,450"	"9,450"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,070"	"2010/01/27"	"TSE"	"8,89"	""
"EXXON CORP *"	""	"255968"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,000"	""	""	"n/d"	""
"EXXON MOBIL CORP"	"XOM"	"255969"	"Actions ordinaires"	"315"	"65,820"	"65,830"	"65,850"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,420"	"2009/11/09"	"NYS"	"2,55"	""
"EZENET CORP CL-A- *"	""	"256079"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2001/09/24"	""	"n/d"	""
"F/R HELICOPTERES CDN PART"	"CHL.UN"	"128193"	"Fiducies de redevances"	"3308001"	"10,830"	"10,950"	"10,830"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,092"	"2010/01/27"	"TSE"	"10,18"	""
"F/S REV DVSF-B /N"	"FSC421"	"920032"	"Fonds de placement équilibré"	"3807720"	"8,900"	"8,900"	"8,900"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"4"	""	"0,138"	"2009/10/30"	""	"6,18"	""
"F/T BONS TRES /N"	"TML703"	"997570"	"Fonds de valeurs du marché monétaire canadien"	"3807850"	"10,000"	"10,000"	"10,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"12"	""	"0,001"	"2009/12/31"	""	"0,10"	""
"F/T CC M/M -F /SF/N"	"TML937"	"983166"	"Fonds de valeurs du marché monétaire canadien"	"3807850"	"12,310"	"12,310"	"12,310"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"F/T MCH MON /N"	"TML204"	"986031"	"Fonds de valeurs du marché monétaire canadien"	"3807850"	"10,000"	"10,000"	"10,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"12"	""	"0,002"	"2009/12/31"	""	"0,21"	""
"F/T MCH MON U$ /N"	"TML820"	"990225"	"Fonds valeurs du marché monétaire"	"3807000"	"10,000"	"10,000"	"10,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"12"	""	"0,008"	"2009/12/31"	""	"1,02"	""
"F5 NETWORKS INC"	"FFIV"	"256081"	"Actions ordinaires"	"315"	"53,470"	"53,530"	"53,480"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"FAIR ISAAC CORP"	"FICO"	"256214"	"Actions ordinaires"	"315"	"22,380"	"22,390"	"22,350"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,020"	"2009/12/02"	"NYS"	"0,36"	""
"FAIRBORNE ENERGY LTD *"	"FEL"	"256536"	"Actions ordinaires"	"330"	"13,100"	"13,200"	"13,160"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"T"	"n/d"	""
"FAIRBORNE ENERGY LTD-NEW"	"FEL"	"256624"	"Actions ordinaires"	"315"	"5,040"	"5,090"	"5,040"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"FAIRBORNE ENERGY T/U *"	"FEL.UN"	"256481"	"Fiducies de redevances"	"3308001"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,090"	"2007/11/28"	"TSE"	"n/d"	""
"FAIRCHILD SEMICOND INTL"	"FCS"	"256329"	"Actions ordinaires"	"315"	"9,880"	"9,890"	"9,900"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""
"FAIRCOURT INCM SPLIT T/U*"	"FCI.UN"	"256485"	"Fiducies de redevances"	"3308001"	"8,010"	"9,080"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,045"	"2007/01/29"	"TSE"	"0,00"	""
"FAIRCOURT INCM&GW SPLT PF"	"FIG.PR.A"	"257159"	"Actions privilégiées structurées"	"3108005"	"9,600"	"9,750"	"9,740"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,156"	"2009/12/16"	"TSE"	"6,42"	""
"FAIRCOURT SPLIT SEVEN PF*"	"FCN.PR.A"	"256688"	"Actions privilégiées structurées"	"3108003"	"9,930"	"10,040"	"9,930"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,053"	"2007/01/29"	"TSE"	"0,00"	""
"FAIRCOURT SPLIT SEVEN T/*"	"FCN.UN"	"256687"	"Fiducies de redevances"	"3308001"	"18,950"	"19,350"	"18,950"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,113"	"2007/01/29"	"TSE"	"0,00"	""
"FAIRFAX FINL HLDGS LTD SV"	"FFH"	"256319"	"Actions ordinaires"	"315"	"366,000"	"367,350"	"366,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"10,000"	"2010/01/15"	"TSE"	"2,89"	""
"FAIRMILE GOLD CORPORATN *"	""	"256390"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,030"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2000/09/14"	""	"n/d"	""
"FAIRMILE GOLDTECH INC"	"FLA"	"256396"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"FAIRMONT HOTELS & RESORT*"	"FHR"	"256421"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,060"	"2005/12/21"	"TSE"	"n/d"	""
"FAIRPOINT COMMUNICATIONS"	"FRP"	"256824"	"Actions ordinaires"	"315"	"0,000"	"0,000"	"0,045"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,258"	"2008/12/29"	"NYS"	"0,00"	""
"FAIRWAY DIV INCM&GWTH T/*"	"FDT.UN"	"256682"	"Fiducies de redevances"	"3308001"	"5,700"	"6,380"	"5,550"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,058"	"2008/12/29"	"TSE"	"0,00"	""
"FALCON OIL & GAS LTD"	"FO"	"256465"	"Actions ordinaires"	"330"	"0,180"	"0,185"	"0,185"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"FALCONBRIDGE 8.5% 8DC08S"	""	"T40160"	"Obligations (autres)"	"2606000"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"8,500"	"Obligation"	"2"	"2008/12/08"	"0,000"	""	""	"8,50"	"0,000000"
"FALCONBRIDGE LTD *"	"FL"	"256538"	"Actions ordinaires"	"315"	"38,000"	"38,110"	"38,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,100"	"2005/04/29"	"T"	"0,00"	""
"FALCONBRIDGE LTD-NEW *"	"FAL"	"256555"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,120"	"2006/08/29"	"TSE"	"n/d"	""
"FALCONBRIDGE LTDSER-3 PF*"	"FL.PR.B"	"256686"	"Actions privilégiées"	"310"	"25,300"	"25,730"	"25,730"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,286"	"2005/05/16"	"T"	"0,00"	""
"FALCONBRIDGE PFD SER-2 *"	"FL.PR.A"	"256251"	"Actions privilégiées"	"310"	"24,950"	"25,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,079"	"2005/06/28"	"T"	"0,00"	""
"FALCONBRIDGE S-2 PFD-NEW*"	"FAL.PR.A"	"256581"	"Actions privilégiées à taux variable"	"310"	"24,660"	"24,720"	"24,700"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,100"	"2007/09/26"	"TSE"	"0,00"	""
"FALCONSTOR SOFTWARE INC"	"FALC"	"256551"	"Actions ordinaires"	"315"	"3,330"	"3,340"	"3,340"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"FANUC LTD UNSPN/ADR"	"FANUY"	"257347"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"46,670"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,076"	"2009/09/25"	"NAS"	"0,33"	""
"FARALLON MINING LTD"	"FAN"	"257413"	"Actions ordinaires"	"330"	"0,530"	"0,540"	"0,540"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"FARALLON RESOURCES LTD *"	"FAN"	"257410"	"Actions ordinaires"	"330"	"0,315"	"0,325"	"0,320"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
