"Symbole"	"Titre"	"Sous-catégorie"	"Type"	"Acheteur"	"Vendeur"	"Devise prix"	"Région"	"Non rachetable"	"Montant subséquent"	"Montant initial"	"Intérêt"	"Instrument financier"	"Fréquence"	"Échéance"	"Dividende"	"Date de dividende"	"Bourse"	"RM (%)"	"Rend. éché. - Marché (%)"	"Description"
"BDC"	"068030"	"Actions ordinaires"	"315"	"23,350"	"23,370"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,050"	"2009/12/14"	"NYS"	"0,86"	""	"BELDEN INC"
""	"R35656"	"Obligations corporatives"	"2606000"	"105,413"	"105,413"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,410"	"Obligation"	"2"	"2016/09/26"	"0,000"	""	""	"5,13"	"4,461106"	"BELL ALIANT 5.41% 26SP16"
""	"R35681"	"Obligations (autres)"	"2606000"	"110,286"	"110,286"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,290"	"Obligation"	"2"	"2015/02/17"	"0,000"	""	""	"5,70"	"4,023210"	"BELL ALIANT 6.29% 17FV15"
"BA.UN"	"068061"	"Fiducies de redevances"	"3308001"	"27,600"	"27,640"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,242"	"2010/01/27"	"TSE"	"10,51"	""	"BELL ALIANT REG COMM T/U"
""	"999154"	"Autres titres"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"0"	""	"0,000"	""	""	"n/d"	""	"BELL CANADA"
""	"R35667"	"Obligations (autres)"	"2606000"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,150"	"Obligation"	"2"	"2009/06/15"	"0,000"	""	""	"6,15"	"0,000000"	"BELL CANADA 6.15% 15JN09"
"BC.PR.B"	"070629"	"Actions privilégiées fixes-flottantes"	"310"	"25,150"	"25,290"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,200"	"2007/01/30"	"TSE"	"0,00"	""	"BELL CANADA CL-A SR-17-P*"
""	"070660"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"BELL CANADA INTL INC *"
"BI.H"	"070668"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"1,025"	"2007/06/11"	"TSX"	"n/d"	""	"BELL CANADA INTL INC-NEW"
""	"R35635"	"Obligations corporatives"	"2606000"	"102,962"	"102,962"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,550"	"Obligation"	"2"	"2029/05/01"	"0,000"	""	""	"6,36"	"6,281628"	"BELL CB 144A 6.55% 1MY29"
""	"R40338"	"Obligations corporatives"	"2606000"	"103,845"	"103,845"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,000"	"Obligation"	"2"	"2017/02/15"	"0,000"	""	""	"4,81"	"4,360702"	"BELL CDA 5% 15FV17"
""	"R39312"	"Obligations corporatives"	"2606000"	"97,959"	"97,959"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,100"	"Obligation"	"2"	"2035/03/16"	"0,000"	""	""	"6,23"	"6,261486"	"BELL CDA 6.1% 16MR35"
""	"R35665"	"Obligations (autres)"	"2606000"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"8,800"	"Obligation"	"2"	"2005/08/17"	"0,000"	""	""	"8,80"	"0,000000"	"BELL CDA 8.80% 17AG05"
""	"R36351"	"Obligations corporatives"	"2606000"	"104,912"	"104,912"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,500"	"Obligation"	"2"	"2010/08/12"	"0,000"	""	""	"5,24"	"0,000000"	"BELL CDA CB 5.5% 12AU10*"
""	"R35647"	"Obligations (autres)"	"2606000"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,650"	"Obligation"	"12"	"2006/03/01"	"0,000"	""	""	"6,65"	"0,000000"	"BELL CDA BMT 6.65% 1MR06M"
""	"R35621"	"Obligations corporatives"	"2606000"	"106,702"	"106,702"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,000"	"Obligation"	"2"	"2027/09/24"	"0,000"	""	""	"6,56"	"6,361666"	"BELL CDA CB 7% 24SP27"
""	"R36873"	"Obligations corporatives"	"2606000"	"103,305"	"103,305"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,640"	"Obligation"	"2"	"2016/02/22"	"0,000"	""	""	"4,49"	"4,020934"	"BELL CDA CB 4.64% 22FV16"
""	"R35668"	"Obligations (autres)"	"2606000"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"11,000"	"Obligation"	"2"	"2004/09/29"	"0,000"	""	""	"11,00"	"0,000000"	"BELL CDA INT 11% 29SP04"
""	"R35674"	"Obligations corporatives"	"2606000"	"108,629"	"108,629"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,250"	"Obligation"	"2"	"2012/04/12"	"0,000"	""	""	"5,75"	"2,227637"	"BELL CDA M13 6.25%12AV12S"
""	"R35653"	"Obligations corporatives"	"2606000"	"109,383"	"109,383"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,900"	"Obligation"	"2"	"2011/12/15"	"0,000"	""	""	"6,31"	"1,818660"	"BELL CDA S-M12 6.9%15DC11"
"BNG.PR.A"	"070238"	"Actions privilégiées"	"310"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,359"	"2006/06/07"	"TSE"	"n/d"	""	"BELL NORDIQ GP C/RD 1PF-*"
"BNQ.UN"	"070237"	"Fiducies de redevances"	"3308001"	"12,150"	"12,270"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"4,000"	"2007/01/24"	"TSE"	"0,00"	""	"BELL NORDIQ INCM FUND T/*"
""	"R35651"	"Obligations (autres)"	"2606000"	"99,989"	"99,989"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,250"	"Obligation"	"2"	"2008/01/18"	"0,000"	""	""	"6,25"	"0,000000"	"BELL S-M10MTN 6.25%18JA08"
""	"R35649"	"Obligations (autres)"	"2606000"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,700"	"Obligation"	"2"	"2007/06/28"	"0,000"	""	""	"6,70"	"0,000000"	"BELL SR-M7 MTN 6.7%28JN07"
""	"R35662"	"Obligations (autres)"	"2606000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"10,500"	"Obligation"	"2"	"2009/07/15"	"0,000"	""	""	"n/d"	"n/d"	"BELL-DV CB02 10.5%15JL09*"
""	"R35717"	"Obligations (autres)"	"2606000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"11,000"	"Obligation"	"2"	"2011/10/15"	"0,000"	""	""	"n/d"	"n/d"	"BELL-DZ CB04 11% 15OC1*"
"BXE.DB"	"R35659"	"Débentures convertibles"	"2756000"	"100,750"	"101,450"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,500"	"Obligation"	"2"	"2011/06/30"	"0,000"	""	"TSE"	"7,44"	"6,934752"	"BELLATRIX CV 7.5% 30JN11"
"BXE"	"068069"	"Actions ordinaires"	"330"	"3,620"	"3,640"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"BELLATRIX EXPLORATION LTD"
"BHV"	"070645"	"Actions ordinaires"	"330"	"0,530"	"0,530"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"BELLHAVEN VENTURES INC *"
"BLS"	"069918"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,290"	"2006/10/05"	"NYS"	"n/d"	""	"BELLSOUTH CORP *"
"BLU"	"068051"	"Actions ordinaires"	"330"	"0,240"	"0,275"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"BELLUS SANTE INC"
""	"069936"	"Actions ordinaires"	"330"	"9,000"	"9,010"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2001/05/15"	""	"n/d"	""	"BELLWETHER EXPLO CO (DE)*"
""	"Q50599"	"Obligations municipales & para-gouvernementales"	"2601411"	"99,589"	"99,589"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"2,650"	"Obligation"	"2"	"2013/05/12"	"0,000"	""	""	"2,66"	"2,780672"	"BELOEIL ICS 2.65% 12MI13"
"BGO"	"070926"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"BEMA GOLD CORP *"
"BEV"	"071425"	"Actions ordinaires"	"330"	"2,050"	"2,060"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"BENNETT ENVIRONMENTAL INC"
"BERW"	"071660"	"Actions ordinaires"	"315"	"55,750"	"55,750"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"XY"	"n/d"	""	"BERINGER WINE ESTATES-B"
"BRK.B"	"071702"	"Actions ordinaires"	"330"	"3 472,000"	"3 472,030"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""	"BERKSHIRE HATHAWAY INC-B*"
"BRK.B"	"071727"	"Actions ordinaires"	"315"	"68,720"	"68,750"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""	"BERKSHIRE HATHAWAY-B-NEW"
"BWK"	"059975"	"Actions ordinaires"	"330"	"1,130"	"1,130"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"BERWICK RETIREMENT COMMUN"
"BBY"	"072340"	"Actions ordinaires"	"315"	"37,530"	"37,540"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,140"	"2009/12/31"	"NYS"	"1,49"	""	"BEST BUY INC"
"BES"	"071856"	"Actions ordinaires"	"330"	"0,300"	"0,470"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"BESTAR INC"
""	"R30106"	"Obligations à escompte (autres)"	"2756000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"1995/10/31"	"0,000"	""	""	"n/d"	"n/d"	"BF REALTY CV10.75%31OC95*"
""	"051748"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"BF REALTY HLDGS LTD"
""	"051736"	"Actions privilégiées"	"310"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"BF RLTY HLDGS PR-A SER 1"
"BFC.UN"	"051814"	"Fiducies de redevances"	"3308001"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,142"	"2006/01/27"	"TSE"	"n/d"	""	"BFI CANADA INCOME FND P/*"
"BFC"	"051997"	"Actions ordinaires"	"330"	"11,520"	"11,650"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,250"	"2009/03/27"	"TSE"	"8,58"	""	"BFI CANADA LTD *"
"BAC.UN"	"052480"	"Fiducies de redevances"	"3308001"	"7,090"	"7,300"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,050"	"2008/06/26"	"TSE"	"0,00"	""	"BG ADV CORPORATE BOND T/*"
"BAE.UN"	"052479"	"Fiducies de redevances"	"3308001"	"10,800"	"11,010"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,073"	"2008/06/26"	"TSE"	"0,00"	""	"BG ADV EQUAL WGT INCM T/*"
"BRGYY"	"052161"	"Actions ordinaires"	"3158000"	"0,000"	"0,000"	"USD"	"GB"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,466"	"2009/08/05"	"NAS"	"0,98"	""	"BG GROUP PLC ADR"
"BDS.UN"	"052482"	"Fiducies de redevances"	"3308001"	"13,120"	"14,440"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,073"	"2008/06/26"	"TSE"	"0,00"	""	"BG INCM+GROWTH SPLIT T/U"
"BTH.UN"	"052483"	"Fiducies de redevances"	"3308001"	"9,620"	"9,700"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,070"	"2008/06/26"	"TSE"	"0,00"	""	"BG TOP 100 EQUAL WGT T/U*"
"BBL"	"074724"	"Actions ordinaires"	"3158000"	"62,100"	"62,130"	"USD"	"GB"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,820"	"2009/09/02"	"NYS"	"2,64"	""	"BHP BILLITON PLC ADR"
"BHP"	"052309"	"Actions ordinaires"	"3158000"	"73,960"	"73,980"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,820"	"2009/09/02"	"NYS"	"2,22"	""	"BHP BILLITON-LTD S/ADR"
""	"T87435"	"Certificats de dépôt"	"2202210"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"3,000"	"Obligation"	"1"	"2011/02/28"	"0,000"	""	""	"3,00"	"3,000000"	"BHSBC CPG NCI 3% 28FV11A"
""	"T86514"	"Certificats de dépôt"	"2202210"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,000"	"Obligation"	"1"	"2011/12/13"	"0,000"	""	""	"4,00"	"4,000000"	"BHSBC CPG NCI 4% 13DC11A"
""	"T84862"	"Certificats de dépôt"	"2202210"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"3,300"	"Obligation"	"1"	"2014/12/02"	"0,000"	""	""	"3,30"	"3,300000"	"BHSBC CPG NCI 3.3% 2DC14A"
""	"T84723"	"Certificats de dépôt"	"2202210"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,200"	"Obligation"	"1"	"2012/03/12"	"0,000"	""	""	"4,20"	"4,200000"	"BHSBC CPG NCI 4.2%12MR12A"
""	"T87088"	"Certificats de dépôt"	"2202210"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,250"	"Obligation"	"1"	"2011/06/09"	"0,000"	""	""	"4,25"	"4,250000"	"BHSBC CPG NCI 4.25%9JN11A"
""	"T83891"	"Certificats de dépôt"	"2202210"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,300"	"Obligation"	"1"	"2012/09/05"	"0,000"	""	""	"4,30"	"4,300000"	"BHSBC CPG NCI 4.3% 5SP12A"
""	"T87016"	"Certificats de dépôt"	"2202210"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,400"	"Obligation"	"1"	"2012/05/22"	"0,000"	""	""	"4,40"	"4,400000"	"BHSBC CPG NCI 4.4%22MI12A"
""	"T87222"	"Certificats de dépôt"	"2202210"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,750"	"Obligation"	"1"	"2013/07/02"	"0,000"	""	""	"4,75"	"4,750000"	"BHSBC CPG NCI 4.75%2JL13A"
""	"T83520"	"Certificats de dépôt"	"2202210"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"3,150"	"Obligation"	"1"	"2013/08/12"	"0,000"	""	""	"3,15"	"3,150000"	"BHSBC CPG NCI3.15%12AU13A"
""	"T84545"	"Certificats de dépôt"	"2202210"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"3,350"	"Obligation"	"1"	"2014/11/10"	"0,000"	""	""	"3,35"	"3,350000"	"BHSBC CPG NCI3.35%10NV14A"
""	"T84107"	"Certificats de dépôt"	"2202210"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"3,350"	"Obligation"	"1"	"2014/10/20"	"0,000"	""	""	"3,35"	"3,350000"	"BHSBC CPG NCI3.35%20OC14A"
""	"T86823"	"Certificats de dépôt"	"2202210"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,650"	"Obligation"	"1"	"2013/04/15"	"0,000"	""	""	"4,65"	"4,650000"	"BHSBC CPG NCI4.65%15AV13A"
""	"T83335"	"Certificats de dépôt"	"2202210"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,650"	"Obligation"	"1"	"2013/02/25"	"0,000"	""	""	"4,65"	"4,650000"	"BHSBC CPG NCI4.65%25FV13A"
""	"T84399"	"Certificats de dépôt"	"2202210"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,750"	"Obligation"	"1"	"2013/02/28"	"0,000"	""	""	"4,75"	"4,750000"	"BHSBC CPG NCI4.75%28FV13A"
""	"T86739"	"Certificats de dépôt (intérêts composés)"	"2202210"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,750"	"Obligation"	"1"	"2013/02/27"	"0,000"	""	""	"4,75"	"4,750000"	"BHSBC CPGNCI4.75%27FV13CA"
""	"072776"	"Actions ordinaires"	"315"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2001/10/15"	""	"n/d"	""	"BID.COM INTL *"
"BIG.A"	"074227"	"Autres titres"	"3308005"	"16,840"	"17,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"4"	""	"0,270"	"2009/11/27"	"TSE"	"6,17"	""	"BIG 8 SPLIT INC"
"BIG.PR.A"	"074226"	"Actions privilégiées structurées"	"3108005"	"25,050"	"25,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,281"	"2008/11/27"	"TSE"	"0,00"	""	"BIG 8 SPLIT INC CL-A PFD"
"BLF"	"073665"	"Actions ordinaires"	"330"	"0,050"	"0,060"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2002/10/17"	"V"	"n/d"	""	"BIG BLACKFOOT RES LTD *"
"BR.UN"	"074481"	"Fiducies de redevances"	"3308001"	"15,530"	"15,880"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,100"	"2010/01/27"	"TSE"	"7,56"	""	"BIG ROCK BREWERY INCM T/U"
"BIO120"	"984070"	"Fonds d'actions globales"	"3807630"	"4,010"	"4,010"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"BIOCAP BIOT & H/C /N"
"BIO121"	"975795"	"Fonds d'actions globales"	"3807630"	"4,010"	"4,010"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"BIOCAP BIOTCH&HLTC/N"
""	"075188"	"Actions ordinaires"	"330"	"12,510"	"13,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,125"	"2000/06/09"	""	"0,00"	""	"BIOCAPITAL INVESTMENT LP*"
""	"075033"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2001/05/10"	""	"n/d"	""	"BIOCHEM PHARMA INC*"
"BIE"	"075235"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"BIOENVELOP TECH"
""	"075027"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2000/12/15"	""	"n/d"	""	"BIOMATRIX INC *"
"BIX.H"	"075011"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"BIOMAX TECHS INC"
"BRA"	"075054"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"BIOMIRA INC *"
"BNC"	"075077"	"Actions ordinaires"	"330"	"0,630"	"0,650"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"BIONICHE LIFE SCIENCES"
"BUG"	"075143"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"BIOPHAGE PHARMA INC"
""	"075152"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"BIORTHEX INC -A-"
"BYT"	"075122"	"Actions ordinaires"	"330"	"0,360"	"0,380"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"BIOSCRYPT INC *"
"BBH"	"075207"	"Fonds négociés en bourse: Actions"	"315"	"98,550"	"98,660"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"1,380"	"2009/10/29"	"NYS"	"n/d"	""	"BIOTECH HOLDERS TR DP REC"
"BIO"	"075093"	"Actions ordinaires"	"330"	"0,006"	"0,010"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"BIOTECH HOLDINGS LTD"
"BVF"	"075216"	"Actions ordinaires"	"315"	"15,550"	"15,750"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,090"	"2009/11/30"	"TSE"	"2,42"	""	"BIOVAIL CORP"
""	"075125"	"Actions ordinaires"	"330"	"49,375"	"49,375"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2000/03/14"	""	"n/d"	""	"BIOVAIL CORP INTL *"
"BIP241"	"923545"	"Fonds d'actions américaines"	"3807250"	"5,237"	"5,237"	"CAD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,006"	"2009/12/17"	""	"0,12"	""	"BIP ACT AMER /S/N"
"BIP161"	"923552"	"Fonds d'actions internationales"	"3807300"	"9,715"	"9,715"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,003"	"2009/12/17"	""	"0,03"	""	"BIP ACT INTL /N"
"BIP163"	"924035"	"Fonds d'actions internationales"	"3807300"	"9,187"	"9,187"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,003"	"2009/12/17"	""	"0,03"	""	"BIP ACT INTL U$ /N"
"BIP171"	"923554"	"Fonds d'actions internationales"	"3807310"	"19,817"	"19,817"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,524"	"2008/12/17"	""	"2,64"	""	"BIP ACT M/E /N"
"BIP151"	"923548"	"Fonds d'actions globales"	"3807500"	"7,504"	"7,504"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,022"	"2009/12/17"	""	"0,29"	""	"BIP ACT MDL /N"
"BIP251"	"923549"	"Fonds d'actions globales"	"3807500"	"7,504"	"7,504"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,022"	"2009/12/17"	""	"0,29"	""	"BIP ACT MDL /S/N"
"BIP205"	"922327"	"Fonds d'actions globales"	"3807500"	"7,504"	"7,504"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,022"	"2009/12/17"	""	"0,29"	""	"BIP ACT MDL /FR/S/N"
"BIP153"	"924010"	"Fonds d'actions globales"	"3807500"	"7,096"	"7,096"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,020"	"2009/12/17"	""	"0,28"	""	"BIP ACT MDL U$ /N"
"BIP152"	"923550"	"Fonds d'actions globales"	"3807510"	"9,294"	"9,294"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,115"	"2007/12/17"	""	"1,24"	""	"BIP ACT P/C MDL /N"
"BMD"	"075165"	"Actions ordinaires"	"330"	"0,000"	"0,005"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"BIRCH MOUNTAIN RES LTD"
"BMD.DB"	"R38320"	"Obligations (autres)"	"2756000"	"2,000"	"2,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,000"	"Obligation"	"2"	"2011/12/31"	"0,000"	""	"TSE"	"300,00"	"241,079593"	"BIRCH MTN CV 6% 31DC11"
"BIR"	"075695"	"Actions ordinaires"	"315"	"9,700"	"9,780"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"BIRCHCLIFF ENERGY LTD"
"BDT.UN"	"075887"	"Fiducies de redevances"	"3308001"	"32,800"	"32,970"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,150"	"2010/01/27"	"TSE"	"5,49"	""	"BIRD CONSTRUCTION INC PAR"
"TML202"	"986053"	"Fonds d'actions canadiennes"	"3807150"	"65,790"	"65,790"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"1,449"	"2009/12/18"	""	"2,20"	""	"BIS ACT CDN /N"
"TML302"	"984854"	"Fonds d'actions canadiennes"	"3807150"	"65,790"	"65,790"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"1,449"	"2009/12/18"	""	"2,20"	""	"BIS ACT CDN /S/N"
