Symbol	Security	Subcategory	Type	Bid	Ask	Cur. Price	yo	Saxo	locomotive	Livre A	coucou	cheval A	CHECKBOX	Subsequent Amount	Risk Rating Source	Risk Rating	Region	Non-redeemable	Maturity	Market	Manual overwrite	Last Rating Change	Interest	Initial Amount	Frequency	Financial Instrument	Dividend Date	Dividend	MY (%)	YTM - Market (%)	Exclude from Billing	Description
EXE.DB	T36230	Convertible Debentures	2756000	97.75	98	CAD								n/a	Fallback by Subcategory	6	CA	No	06/30/2014	TSE	No	01/25/2010	5.7	n/a	2	Bond		0	5.8	6.169136	No	EXTDCR CV CB 5.7% 30JN14
EXE.PR.C	255920	Preferred Shares	310	25	28	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	4	Equity	07/27/2006	0.178	2.84		No	EXTENDICARE INC ADJ PR-S3
	255917	Common Stock	330	17	17	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	0	Equity		0	n/a		No	EXTENDICARE INC CL A NVS*
EXE.UN	256163	Real Estate Investment Trusts	3308001	9.4	9.45	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	12	Equity	01/27/2010	0.07	8.89		No	EXTENDICARE REIT T/U
XOM	255969	Common Stock	315	65.82	65.83	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	11/09/2009	0.42	2.55		No	EXXON MOBIL CORP
FSC421	920032	Balanced Funds	3807720	8.9	8.9	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	4	Mutual Fund	10/30/2009	0.138	6.18		No	F/S DVSF INCM-B /N
TML937	983166	Canadian Money Market Funds	3807850	12.31	12.31	CAD								n/a	Fallback by Subcategory	1	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	F/T M/M CC/C-F /NL/N
TML204	986031	Canadian Money Market Funds	3807850	10	10	CAD								n/a	Fallback by Subcategory	1	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.002	0.21		No	F/T MNY MKY /N
TML703	997570	Canadian Money Market Funds	3807850	10	10	CAD								n/a	Fallback by Subcategory	1	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.001	0.1		No	F/T T-BILL /N
TML820	990225	Money Market Funds	3807000	10	10	USD								n/a	Fallback by Subcategory	1	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.008	1.02		No	F/T U$ MONEY MKT /N
FFIV	256081	Common Stock	315	53.47	53.53	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	F5 NETWORKS INC
FICO	256214	Common Stock	315	22.38	22.39	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	12/02/2009	0.02	0.36		No	FAIR ISAAC CORP
FEL	256536	Common Stock	330	13.1	13.2	CAD								n/a	Fallback by Subcategory	6	CA	No		T	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	FAIRBORNE ENERGY LTD *
FEL	256624	Common Stock	315	5.04	5.09	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	FAIRBORNE ENERGY LTD-NEW
FCS	256329	Common Stock	315	9.88	9.89	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	FAIRCHILD SEMICOND INTL
FCI.UN	256485	Trust Units	3308001	8.01	9.08	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	12	Equity	01/29/2007	0.045	0		No	FAIRCOURT INCM SPLIT T/U*
FIG.PR.A	257159	Split Preferred Shares	3108005	9.6	9.75	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	4	Equity	12/16/2009	0.156	6.42		No	FAIRCOURT INCM&GW SPLT PF
FCN.PR.A	256688	Split Preferred Shares	3108003	9.93	10.04	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	4	Equity	01/29/2007	0.053	2.14		No	FAIRCOURT SPLIT SEVEN PF*
FCN.UN	256687	Trust Units	3308001	18.95	19.35	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	12	Equity	01/29/2007	0.113	0		No	FAIRCOURT SPLIT SEVEN T/*
FFH	256319	Common Stock	315	366	367.35	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	1	Equity	01/15/2010	10	2.89		No	FAIRFAX FINL HLDGS LTD SV
	256390	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	0	Equity	09/14/2000	0	n/a		No	FAIRMILE GOLD CORPORATN *
FLA	256396	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	FAIRMILE GOLDTECH INC
FHR	256421	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	2	Equity	12/21/2005	0.06	n/a		No	FAIRMONT HOTELS & RESORT*
FRP	256824	Common Stock	315	0	0	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	12/29/2008	0.258	"2,288.89"		No	FAIRPOINT COMMUNICATIONS
FDT.UN	256682	Trust Units	3308001	5.7	6.38	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	12	Equity	12/29/2008	0.058	12.61		No	FAIRWAY DIV INCM&GWTH T/*
FO	256465	Common Stock	330	0.18	0.185	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	FALCON OIL & GAS LTD
FL	256538	Common Stock	315	38	38.11	CAD								n/a	Fallback by Subcategory	6	CA	No		T	No	01/25/2010	0	n/a	4	Equity	04/29/2005	0.1	1.05		No	FALCONBRIDGE LTD *
FL.PR.B	256686	Preferred Shares	310	25.3	25.73	CAD								n/a	Fallback by Subcategory	5	CA	No		T	No	01/25/2010	0	n/a	4	Equity	05/16/2005	0.286	4.45		No	FALCONBRIDGE LTDSER-3 PF*
FL.PR.A	256251	Preferred Shares	310	24.95	25	CAD								n/a	Fallback by Subcategory	5	CA	No		T	No	01/25/2010	0	n/a	12	Equity	06/28/2005	0.079	0		No	FALCONBRIDGE PFD SER-2 *
FAL.PR.A	256581	Floating Rate Preferred Shares	310	24.66	24.72	CAD								n/a	Fallback by Subcategory	4	CA	No		TSE	No	01/25/2010	0	n/a	12	Equity	09/26/2007	0.1	0		No	FALCONBRIDGE S-2 PFD-NEW*
FALC	256551	Common Stock	315	3.33	3.34	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	FALCONSTOR SOFTWARE INC
FANUY	257347	Common Stock	3308000	0	0	USD								n/a	Fallback by Subcategory	6	ZZ	No		NAS	No	01/25/2010	0	n/a	2	Equity	09/25/2009	0.076	0.33		No	FANUC LTD UNSPN/ADR
FAN	257413	Common Stock	330	0.53	0.54	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	FARALLON MINING LTD
FAN	257410	Common Stock	330	0.315	0.325	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	FARALLON RESOURCES LTD *
FCSX	258434	Common Stock	315	4.79	4.82	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	FCSTONE GROUP INC *
	9~0003	Split Share Capital	MAN	0	0	CAD							Yes	n/a			CA	No			No		0	n/a	0	Equity		0	n/a		No	FD
TTG687	997789	Investment Funds	3807750	10.23	10.23	CAD								n/a	Fallback by Subcategory	5	CA	No		XU	No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FD MON OBL 20/20 DSC
FPQ072	995045	Global Equity Funds	3807500	11.063	11.063	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FDP INTL-ACTIONS /N
	265313	Investment Funds	380	11.66	11.66	CAD								n/a	Fallback by Subcategory	5	CA	No		WU	No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FDS D'INV REA INC A S-93
	265334	Investment Funds	3807150	17.577	17.577	CAD								n/a	Fallback by Subcategory	5	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FDS INV REA INC-A-SER-97
	844590	Miscellaneous	330	17.875	18.25	CAD								n/a	Fallback by Subcategory	10	CA	No			No	01/25/2010	0	n/a	0	Other		0	n/a		No	FDS INV REA INCM-A-S00
FNM	259325	Common Stock	315	0.94	0.95	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	08/14/2008	0.05	21.28		No	FED NATL MTG (FANNIE MAE)
FRT	259430	Common Stock	3158008	58.92	59.01	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	09/21/2009	0.66	4.47		No	FEDERAL REALTY INV TR SBI
FDMLQ	259309	Common Stock	330	0	0	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	4	Equity		0	n/a		No	FEDERAL-MOGUL CORP
FII	259120	Common Stock	315	25.98	25.99	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	11/05/2009	0.24	3.7		No	FEDERATED INVS INC CL B
FDX	265424	Common Stock	315	80.69	80.74	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	12/10/2009	0.11	0.55		No	FEDEX CORPORATION
FEKR	260376	Common Stock	330	0	0	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	FERTIL A CHRON INC
FIA	260407	Common Stock	3308000	0	0	USD								n/a	Fallback by Subcategory	6	ZZ	No		NYS	No	01/25/2010	0	n/a	1	Equity	04/21/2008	0.626	4.64		No	FIAT SPA SP ADR
FOX	260394	Common Stock	330	0.08	0.09	CAD								n/a	Fallback by Subcategory	6	US	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	FIBER OPTIC SYSTEMS TECH
FBR	260450	Common Stock	3158000	19.01	19.02	USD								n/a	Fallback by Subcategory	6	ZZ	No		NYS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	FIBRIA CELULOSE SA ADR
FID535	994413	Investment Funds	3807850	10	10	CAD								n/a	Fallback by Subcategory	5	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/27/2001	0.013	0		No	FID ACTF CAN C-T DSC
FID083	963059	US Equity Funds	3807250	8.835	8.835	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID AM D/EQ-A /LL2/N
FID383	923785	US Equity Funds	3807250	8.835	8.835	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund		0	0		No	FID AM DIS EQ/LL/D/N
FID1255	963349	Bond Funds	3807680	8.493	8.493	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.494	69.84		No	FID AM H/Y CR NT-B/N
FID756	995157	Bond Funds	3807680	6.514	6.514	USD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.034	6.29		No	FID AM HI YLD-B U$/N
FID1055	963348	Bond Funds	3807680	8.49	8.49	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.493	69.62		No	FID AM HY CN/LL2/D/N
FID563	989591	US Equity Funds	3807250	8.866	8.866	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund		0	0		No	FID AM OPP D/N
FID261	995164	US Equity Funds	3807255	19.502	19.502	CAD								n/a	Fallback by Subcategory	3	US	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID AM SML CAP-B /N
FID555	980120	Bond Funds	3807680	6.886	6.886	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.035	6.06		No	FID AME HI YLD /D/N
FID283	971514	US Equity Funds	3807250	8.941	8.941	CAD								n/a	Fallback by Subcategory	3	US	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID AMER DISC EQ-B/N
FID272	971523	US Equity Funds	3807250	8.768	8.768	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID AMER DISC EQ-B/N
FID583	971515	US Equity Funds	3807250	8.835	8.835	CAD								n/a	Fallback by Subcategory	3	US	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID AMER DISC EQ/D/N
FID255	980119	Bond Funds	3807680	6.892	6.892	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.036	6.28		No	FID AMER H/YLD-B /N
FID263	989590	US Equity Funds	3807250	8.961	8.961	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund		0	0		No	FID AMER OPP SER-B/N
FID561	995163	US Equity Funds	3807255	19.275	19.275	CAD								n/a	Fallback by Subcategory	3	US	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID AMER S/CAP D/N
FID1508	960193	Asia-Pacific Rim Equity Funds	3807420	11.044	11.044	CAD								n/a	Fallback by Subcategory	4	ZZ	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/18/2009	0.043	0.39		No	FID ASIA STAR-A /D/N
FID1208	960196	Asia-Pacific Rim Equity Funds	3807420	11.044	11.044	CAD								n/a	Fallback by Subcategory	4	ZZ	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/18/2009	0.066	0.6		No	FID ASIA STAR-B /N
FID9218	945178	Balanced Funds	3807550	16.632	16.632	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.065	4.69		No	FID BAL PRV PL-S5 /N
FID826	923818	Balanced Funds	3807720	16.737	16.737	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	11/27/2009	0.16	0.96		No	FID CD BAL CL/LL/D/N
FID1379	941664	Balanced Funds	3807720	12.823	12.823	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.103	9.66		No	FID CD BALT5/LL2/D/N
FID3246	927930	Balanced Funds	3807720	13.167	13.167	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.05	4.56		No	FID CD BL CL S5 /N
FID508	924241	Canadian Equity Funds	3807150	17.397	17.397	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.099	6.83		No	FID CD DISC EQ-T/D/N
FID281	994505	Balanced Funds	3807155	24.002	24.002	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	4	Mutual Fund	12/18/2009	0.589	9.81		No	FID CDN A/A /N
FID081	963071	Canadian Equity Funds	3807155	24.001	24.001	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	4	Mutual Fund	12/18/2009	0.535	8.91		No	FID CDN A/A-A /LL2/N
FID589	975248	Canadian Equity Funds	3807155	9.665	9.665	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.277	34.34		No	FID CDN A/ALLC-T/D/N
FID581	994506	Balanced Funds	3807155	24.001	24.001	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	4	Mutual Fund	12/18/2009	0.535	8.91		No	FID CDN A/ALLOC D/N
FID381	923783	Canadian Equity Funds	3807155	24.001	24.001	CAD								n/a	Fallback by Subcategory	3	ZZ	No			No	01/25/2010	0	n/a	4	Mutual Fund	12/18/2009	0.535	8.91		No	FID CDN AA /LL/D/N
FID582	991338	Balanced Funds	3807720	18.289	18.289	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	4	Mutual Fund	12/18/2009	0.078	1.71		No	FID CDN BAL /D/N
FID382	923784	Balanced Funds	3807720	18.289	18.289	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	4	Mutual Fund	12/18/2009	0.078	1.71		No	FID CDN BAL /LL/D/N
FID226	978399	Balanced Funds	3807720	16.81	16.81	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	11/27/2009	0.19	1.13		No	FID CDN BAL CL-B /N
FID282	991337	Balanced Funds	3807720	18.295	18.295	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	4	Mutual Fund	12/18/2009	0.086	1.89		No	FID CDN BAL SER-B /N
FID279	975245	Balanced Funds	3807720	11.325	11.325	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.07	7.42		No	FID CDN BAL SER-S /N
FID579	975246	Balanced Funds	3807720	11.216	11.216	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.07	7.49		No	FID CDN BAL-T /D/N
FID369	923780	Balanced Funds	3807720	11.216	11.216	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.07	7.49		No	FID CDN BAL-T/LL/D/N
FID533	994933	Canadian Bonds & Income Funds	3807700	13.353	13.353	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	09/28/2005	0.034	0		No	FID CDN BND D/N
FID233	995087	Canadian Bonds & Income Funds	3807700	13.352	13.352	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/18/2009	0.141	12.66		No	FID CDN BND SER-B /N
FID524	991335	Canadian Equity Funds	3807150	23.841	23.841	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund	12/14/2007	2.34	n/a		No	FID CDN DISC EQ /D/N
FID224	991334	Canadian Equity Funds	3807150	23.928	23.928	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund	12/14/2007	2.409	n/a		No	FID CDN DISC EQ-B /N
FID265	994789	Canadian Equity Funds	3807154	24.778	24.778	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/14/2007	0.856	3.46		No	FID CDN GWTH CO /N
FID565	994790	Canadian Equity Funds	3807154	24.655	24.655	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/14/2007	0.764	3.1		No	FID CDN GWTH CO D/N
FID531	994931	Canadian Equity Funds	3807154	24.402	24.402	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/19/2008	0.013	0.05		No	FID CDN LRG CAP /D/N
FID231	995080	Canadian Equity Funds	3807154	24.46	24.46	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/19/2008	0.057	0.23		No	FID CDN LRG CAP-B /N
FID535	980118	Canadian Money Market Funds	3807850	10	10	CAD								n/a	Fallback by Subcategory	1	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.001	0.06		No	FID CDN MNY MKT D/N
FID229	980116	Canadian Money Market Funds	3807850	10	10	CAD								n/a	Fallback by Subcategory	1	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.001	0.06		No	FID CDN MNY MKT-B /N
FID515	989595	Canadian Equity Funds	3807152	18.549	18.549	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/18/2009	0.283	1.53		No	FID CDN OPPT /D/N
FID215	989594	Canadian Equity Funds	3807152	18.629	18.629	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/18/2009	0.327	1.76		No	FID CDN OPPT SER-B/N
FID546	978403	Canadian Money Market Funds	3807850	11.647	11.647	CAD								n/a	Fallback by Subcategory	1	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID CDN S/T INCM/D/N
	994900	Investment Funds	3807850	1	1	CAD								n/a	Fallback by Subcategory	5	CA	No		V	No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID CDN SH/TRM A DS*
	994932	International Equity Funds	3807300	15.04	15.04	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID CR&REV CDN S/N*
FID534C	994977	US Equity Funds	3807250	21.45	21.45	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID CROIS AMER /S
FID421C	994894	US Equity Funds	3807250	15.4	15.4	USD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID CROIS AMER U$ /S
FID428C	994902	European Equity Funds	3807450	26.61	26.61	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID CROIS EURO C$ /S
FID821C	995145	Asia-Pacific Rim Equity Funds	3807400	17.05	17.05	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID CROIS JPN C$ /S
FID823C	995147	Asia-Pacific Rim Equity Funds	3807400	13.53	13.53	USD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID CROIS JPN U$ /S
FID242	971021	US Equity Funds	3807250	7.25	7.25	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID CRS AME RER-B /N
FID521	962646	Dividend Funds	3807725	12.55	12.55	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/18/2009	0.021	1.97		No	FID DIV SER-A /D/N
FID127C	994986	Asia-Pacific Rim Equity Funds	3807400	32.57	32.57	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund	06/23/1999	0	n/a		No	FID E/ORIENT *
FID537C	994988	Asia-Pacific Rim Equity Funds	3807420	27.32	27.32	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID E/ORIENT /S
FID422C	994989	Asia-Pacific Rim Equity Funds	3807400	16.15	16.15	USD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID E/ORIENT U$ /S
FID575	994513	International Equity Funds	3807310	13.246	13.246	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID EMERG MKT D/N
FID275	994514	International Equity Funds	3807310	13.41	13.41	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID EMERG MKT-B /N
FID298	978384	European Equity Funds	3807450	12.472	12.472	CAD								n/a	Fallback by Subcategory	3	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID EURO CL-B /N
FID228	995072	European Equity Funds	3807450	21.371	21.371	CAD								n/a	Fallback by Subcategory	3	ZZ	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/18/2009	0.15	0.7		No	FID EURO ISC-B /N
FID556	971018	European Equity Funds	3807450	7.09	7.09	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID EURO RER /S/N
FID256	971017	European Equity Funds	3807450	7.1	7.1	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID EURO RER-B /N
FID748	995073	European Equity Funds	3807450	20.199	20.199	USD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/18/2009	0.14	0.69		No	FID EURO U$ SER-B /N
FID428	994911	European Equity Funds	3807450	21.139	21.139	CAD								n/a	Fallback by Subcategory	3	ZZ	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/18/2009	0.081	0.38		No	FID EUROPE /D/N
FID565C	994785	Canadian Equity Funds	3807150	21.49	21.49	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID EXP CDN /S
FID722	995075	Asia-Pacific Rim Equity Funds	3807420	29.378	29.378	USD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID F/EAST U$ /N
FID227	995074	Asia-Pacific Rim Equity Funds	3807420	31.083	31.083	CAD								n/a	Fallback by Subcategory	4	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID FAR EAST /N
FID537	994974	Asia-Pacific Rim Equity Funds	3807420	30.995	30.995	CAD								n/a	Fallback by Subcategory	4	ZZ	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/19/2008	0.056	0.18		No	FID FAR EAST D/N
NFID997	261058	International Equity Funds	3807300	14.2	14.2	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund		0	0		No	FID FOCUS TECH SR-O NL/N
FID249	995068	Balanced Funds	3807570	15.62	15.62	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	4	Mutual Fund	12/18/2009	0.034	0.88		No	FID GL A/A SER-B /N
FID329	923698	Balanced Funds	3807570	7.171	7.171	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.048	8.03		No	FID GL A/A-T /LL/D/N
FID259	975243	Balanced Funds	3807570	7.18	7.18	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.048	8.02		No	FID GL ASST ALLC-S/N
FID2504	960584	Balanced Funds	3807520	8.451	8.451	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/22/2009	0.051	0.61		No	FID GL BAL PTF-A/D/N
FID578	978391	Global Equity Funds	3807500	9.065	9.065	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID GL CL /D/N
FID278	978390	Global Equity Funds	3807500	9.157	9.157	CAD								n/a	Fallback by Subcategory	3	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID GL CL-B /N
FID512	998335	Special Funds	3807950	16.878	16.878	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	FID GL CONS IND /D/N
