"Description"	"Symbol"	"Security"	"Subcategory"	"Type"	"Bid"	"Ask"	"Close"	"Cur. Price"	"MY (%)"	"YTM - Market (%)"	"Exclude from Billing"
"CHURCHILL ENERGY INC-A *"	"CEI"	"160948"	"Common Stock"	"330"	"0.250"	"0.265"	"0.250"	"CAD"	"n/a"	""	"No"
"CI ACT CDN /N"	"CIG7430"	"993990"	"Canadian Equity Funds"	"3807150"	"27.550"	"27.550"	"27.550"	"CAD"	"n/a"	""	"No"
"CI ACT CDN S/N"	"CIG7435"	"993992"	"Canadian Equity Funds"	"3807150"	"27.550"	"27.550"	"27.550"	"CAD"	"n/a"	""	"No"
"CI AME EQTY /D/N"	"CIG812"	"991880"	"US Equity Funds"	"3807250"	"6.060"	"6.060"	"6.060"	"CAD"	"0.56"	""	"No"
"CI AMER LATINE"	"CIG844C"	"992280"	"International Equity Funds"	"3807300"	"8.090"	"8.090"	"8.090"	"CAD"	"n/a"	""	"No"
"CI AMER LATINE /N"	"CIG844"	"992278"	"International Equity Funds"	"3807300"	"6.560"	"6.560"	"6.560"	"CAD"	"n/a"	""	"No"
"CI AMER LATINE /S"	"CIG843C"	"992281"	"International Equity Funds"	"3807300"	"9.150"	"9.150"	"9.150"	"CAD"	"n/a"	""	"No"
"CI AMER LATINE S/N"	"CIG843"	"992279"	"International Equity Funds"	"3807300"	"6.560"	"6.560"	"6.560"	"CAD"	"n/a"	""	"No"
"CI ASIAN FD /D"	"CIG841C"	"992283"	"Asia-Pacific Rim Equity Funds"	"3807400"	"7.280"	"7.280"	"7.280"	"CAD"	"n/a"	""	"No"
"CI ASIAN FD D/N"	"CIG841"	"992285"	"Asia-Pacific Rim Equity Funds"	"3807400"	"7.280"	"7.280"	"7.280"	"CAD"	"n/a"	""	"No"
"CI CAN-AM S/CAP CC/N"	"CIG6104"	"993683"	"Miscellaneous"	"3807153"	"12.780"	"12.780"	"12.780"	"CAD"	"n/a"	""	"No"
"CI CDN INVESTMENT /N"	"CIG7420"	"993998"	"Canadian Equity Funds"	"3807154"	"22.190"	"22.190"	"22.190"	"CAD"	"0.68"	""	"No"
"CI CDN INVESTMNT/D/N"	"CIG7425"	"994032"	"Canadian Equity Funds"	"3807154"	"22.190"	"22.190"	"22.190"	"CAD"	"0.68"	""	"No"
"CI CDN SML/MID CAP/N"	"CIG9023"	"983548"	"Canadian Equity Funds"	"3807152"	"20.830"	"20.830"	"20.830"	"CAD"	"0.29"	""	"No"
"CI COVINGTON (LS)D/N"	"CIG911"	"992291"	"Canadian Equity Funds"	"3807040"	"7.374"	"7.374"	"7.374"	"CAD"	"n/a"	""	"No"
"CI CROIS AM C$ /N"	"CIG7510"	"994050"	"US Equity Funds"	"3807250"	"12.940"	"12.940"	"12.940"	"CAD"	"n/a"	""	"No"
"CI CROIS AMER /S/N"	"CIG7515"	"994053"	"US Equity Funds"	"3807250"	"12.940"	"12.940"	"12.940"	"CAD"	"n/a"	""	"No"
"CI CROIS CDN S/N"	"CIG845"	"992341"	"Canadian Equity Funds"	"3807150"	"3.530"	"3.530"	"3.530"	"CAD"	"n/a"	""	"No"
"CI CROIS CDN C$ /S"	"CIG845C"	"992339"	"Balanced Funds"	"3807720"	"3.530"	"3.530"	"3.530"	"CAD"	"n/a"	""	"No"
"CI CROIS EURO S/N"	"CIG7635"	"994127"	"European Equity Funds"	"3807450"	"14.940"	"14.940"	"14.940"	"CAD"	"n/a"	""	"No"
"CI DIVERSIFD S/N"	"CIG7705"	"994175"	"Balanced Funds"	"3807720"	"11.820"	"11.820"	"11.820"	"CAD"	"n/a"	""	"No"
"CI EMERG MKT D/N"	"CIG646"	"992335"	"International Equity Funds"	"3807310"	"14.920"	"14.920"	"14.920"	"CAD"	"2.14"	""	"No"
"CI EMRG MKT CC /D/N"	"CIG276"	"992313"	"International Equity Funds"	"3807310"	"14.100"	"14.100"	"14.100"	"CAD"	"n/a"	""	"No"
"CI EMRG MKT RSP D/N"	"CIG284"	"971125"	"International Equity Funds"	"3807310"	"7.100"	"7.100"	"7.100"	"CAD"	"n/a"	""	"No"
"CI EURO CC D/N"	"CIG274"	"992311"	"European Equity Funds"	"3807450"	"7.330"	"7.330"	"7.330"	"CAD"	"n/a"	""	"No"
"CI EURO FUND D/N"	"CIG647"	"992321"	"European Equity Funds"	"3807450"	"6.330"	"6.330"	"6.330"	"CAD"	"n/a"	""	"No"
"CI FINANCIAL CORP"	"CIX"	"102300"	"Common Stock"	"315"	"21.710"	"21.830"	"21.710"	"CAD"	"3.32"	""	"No"
"CI FINL CORP 3.3% 17DC12"	""	"R84321"	"Bonds (other)"	"2606000"	"100.609"	"100.609"	"100.609"	"CAD"	"3.28"	"3.027055"	"No"
"CI GL BAL CC /D/N"	"CIG780"	"991473"	"Balanced Funds"	"3807520"	"10.910"	"10.910"	"10.910"	"CAD"	"n/a"	""	"No"
"CI GL BIO CC /D/N"	"CIG721"	"979226"	"Global Equity Funds"	"3807630"	"7.270"	"7.270"	"7.270"	"CAD"	"n/a"	""	"No"
"CI GL BIOTECH CC /N"	"CIG221"	"979223"	"Global Equity Funds"	"3807630"	"7.270"	"7.270"	"7.270"	"CAD"	"n/a"	""	"No"
"CI GL FIN SVC CC /N"	"CIG200"	"994099"	"Global Equity Funds"	"3807620"	"15.830"	"15.830"	"15.830"	"CAD"	"n/a"	""	"No"
"CI GL H/S CC /D/N"	"CIG701"	"992650"	"Global Equity Funds"	"3807630"	"21.220"	"21.220"	"21.220"	"CAD"	"n/a"	""	"No"
"CI GL MGR CC /D/N"	"CIG793"	"969327"	"Global Equity Funds"	"3807500"	"8.500"	"8.500"	"8.500"	"CAD"	"0.21"	""	"No"
"CI GL SC&TEC CC U$/N"	"CIG303"	"992659"	"Miscellaneous"	"3807170"	"10.960"	"10.960"	"10.960"	"USD"	"n/a"	""	"No"
"CI GL SC&TEC RSP/D/N"	"CIG862"	"979233"	"Global Equity Funds"	"3807170"	"3.040"	"3.040"	"3.040"	"CAD"	"n/a"	""	"No"
"CI GL SCI&TC CC /D/N"	"CIG703"	"992658"	"Miscellaneous"	"3807170"	"11.590"	"11.590"	"11.590"	"CAD"	"n/a"	""	"No"
"CI GL VAL /D/N"	"CIG880"	"993926"	"Global Equity Funds"	"3807500"	"10.240"	"10.240"	"10.240"	"CAD"	"0.36"	""	"No"
"CI GL VAL CC /N"	"CIG206"	"994091"	"Global Equity Funds"	"3807500"	"11.040"	"11.040"	"11.040"	"CAD"	"n/a"	""	"No"
"CI GL VAL U$ /D/N"	"CIG580"	"993928"	"Global Equity Funds"	"3807500"	"9.680"	"9.680"	"9.680"	"USD"	"0.36"	""	"No"
"CI GLB D/N"	"CIG644"	"992324"	"Global Equity Funds"	"3807500"	"9.840"	"9.840"	"9.840"	"CAD"	"n/a"	""	"No"
"CI GLB FND /D"	"CIG644C"	"992325"	"Global Equity Funds"	"3807500"	"8.010"	"8.010"	"8.010"	"CAD"	"n/a"	""	"No"
"CI GLB RSP /D/N"	"CIG848"	"992362"	"Global Equity Funds"	"3807500"	"3.880"	"3.880"	"3.880"	"CAD"	"n/a"	""	"No"
"CI GLB SC&TEC CC /N"	"CIG203"	"992657"	"Miscellaneous"	"3807170"	"11.590"	"11.590"	"11.590"	"CAD"	"n/a"	""	"No"
"CI GLBL SML CO /N"	"CIG215"	"991861"	"International Equity Funds"	"3807510"	"20.420"	"20.420"	"20.420"	"CAD"	"n/a"	""	"No"
"CI GLBL SML CO D/N"	"CIG815"	"991864"	"International Equity Funds"	"3807510"	"20.420"	"20.420"	"20.420"	"CAD"	"n/a"	""	"No"
"CI GLOBAL OPP II FD T/U *"	"BOI.UN"	"103666"	"Trust Units"	"3308001"	"8.450"	"8.600"	"8.460"	"CAD"	"n/a"	""	"No"
"CI HARB GW&ICM /LL/N"	"CIG1891"	"954354"	"Balanced Funds"	"3807155"	"16.910"	"16.910"	"16.910"	"CAD"	"1.99"	""	"No"
"CI HRB GWT&INCM-Z /N"	"CIG2900"	"924998"	"Canadian Equity Funds"	"3807155"	"13.920"	"13.920"	"13.920"	"CAD"	"2.21"	""	"No"
"CI INTL BAL D/N"	"CIG830"	"992529"	"Balanced Funds"	"3807520"	"15.600"	"15.600"	"15.600"	"CAD"	"n/a"	""	"No"
"CI INTL FD /N"	"CIG864"	"979254"	"International Equity Funds"	"3807300"	"12.790"	"12.790"	"12.790"	"CAD"	"0.54"	""	"No"
"CI INTL FD /D/N"	"CIG874"	"979255"	"International Equity Funds"	"3807300"	"12.790"	"12.790"	"12.790"	"CAD"	"0.54"	""	"No"
"CI INTL VAL /N"	"CIG681"	"993929"	"International Equity Funds"	"3807300"	"9.950"	"9.950"	"9.950"	"CAD"	"5.42"	""	"No"
"CI INTL VAL /D/N"	"CIG881"	"993930"	"International Equity Funds"	"3807300"	"9.950"	"9.950"	"9.950"	"CAD"	"0.86"	""	"No"
"CI INTL VAL RSP D/N"	"CIG412"	"983834"	"International Equity Funds"	"3807300"	"9.610"	"9.610"	"9.610"	"CAD"	"n/a"	""	"No"
"CI INTL VAL U$ /D/N"	"CIG581"	"993932"	"International Equity Funds"	"3807300"	"9.400"	"9.400"	"9.400"	"USD"	"0.86"	""	"No"
"CI INTL VALUE RSP /N"	"CIG389"	"983833"	"International Equity Funds"	"3807300"	"9.610"	"9.610"	"9.610"	"CAD"	"n/a"	""	"No"
"CI MCH EMER /S"	"CIG646C"	"992319"	"International Equity Funds"	"3807300"	"10.370"	"10.370"	"10.370"	"CAD"	"n/a"	""	"No"
"CI MCH MON /S"	"CIG648C"	"992328"	"Canadian Money Market Funds"	"3807850"	"10.000"	"10.000"	"10.000"	"CAD"	"n/a"	""	"No"
"CI MDL TELE SEC /N"	"CIG204"	"992661"	"Investment Funds"	"3807170"	"12.500"	"12.500"	"12.500"	"CAD"	"n/a"	""	"No"
"CI MDL TELE SEC S/N"	"CIG704"	"992662"	"Canadian Equity Funds"	"3807170"	"12.500"	"12.500"	"12.500"	"CAD"	"n/a"	""	"No"
"CI MNY MKT /N"	"CIG649"	"992330"	"Canadian Money Market Funds"	"3807850"	"10.000"	"10.000"	"10.000"	"CAD"	"0.23"	""	"No"
"CI MNY MKT /D/N"	"CIG648"	"992329"	"Canadian Money Market Funds"	"3807850"	"10.000"	"10.000"	"10.000"	"CAD"	"0.23"	""	"No"
"CI N/G BIO EQ I /D/N"	"CIG900"	"986760"	"Canadian Equity Funds"	"3807040"	"5.192"	"5.192"	"5.192"	"CAD"	"0.00"	""	"No"
"CI PACIF"	"CIG651C"	"992334"	"Asia-Pacific Rim Equity Funds"	"3807400"	"13.960"	"13.960"	"13.960"	"CAD"	"n/a"	""	"No"
"CI PACIF /D"	"CIG641C"	"992332"	"Asia-Pacific Rim Equity Funds"	"3807400"	"11.350"	"11.350"	"11.350"	"CAD"	"n/a"	""	"No"
"CI PACIFIC /D/N"	"CIG641"	"992331"	"Asia-Pacific Rim Equity Funds"	"3807400"	"12.310"	"12.310"	"12.310"	"CAD"	"n/a"	""	"No"
"CI PET SOC CDN /N"	"CIG7440"	"993994"	"Canadian Equity Funds"	"3807152"	"30.020"	"30.020"	"30.020"	"CAD"	"n/a"	""	"No"
"CI RER E/D MDL /S/N"	"CIG875"	"979674"	"Balanced Funds"	"3807550"	"8.080"	"8.080"	"8.080"	"CAD"	"n/a"	""	"No"
"CI RER ECO/DEM MDL/N"	"CIG675"	"979673"	"Balanced Funds"	"3807550"	"8.080"	"8.080"	"8.080"	"CAD"	"n/a"	""	"No"
"CI RER GES MDL /S/N"	"CIG591"	"971130"	"Global Equity Funds"	"3807500"	"6.710"	"6.710"	"6.710"	"CAD"	"n/a"	""	"No"
"CI REV CDN /S"	"CIG832C"	"992525"	"Balanced Funds"	"3807550"	"10.890"	"10.890"	"10.890"	"CAD"	"n/a"	""	"No"
"CI SIG CDN INCM /N"	"CIG632"	"992532"	"Miscellaneous"	"3807721"	"10.310"	"10.310"	"10.310"	"CAD"	"4.66"	""	"No"
"CI SIG CDN INCM D/N"	"CIG832"	"992533"	"Canadian Equity Funds"	"3807721"	"10.310"	"10.310"	"10.310"	"CAD"	"4.66"	""	"No"
"CI SIG CORP BND-A /N"	"CIG9010"	"974020"	"Bond Funds"	"3807680"	"9.740"	"9.740"	"9.740"	"CAD"	"2.34"	""	"No"
"CI SIG DIV /D/N"	"CIG810"	"994157"	"Dividend Funds"	"3807725"	"11.630"	"11.630"	"11.630"	"CAD"	"0.00"	""	"No"
"CI SIG HI INCM /LL/N"	"CIG1786"	"954371"	"Balanced Funds"	"3807550"	"12.740"	"12.740"	"12.740"	"CAD"	"7.82"	""	"No"
"CI SIG INCM&GWTH /N"	"CIG6116"	"987247"	"Balanced Funds"	"3807550"	"4.630"	"4.630"	"4.630"	"CAD"	"8.03"	""	"No"
"CI SIG INCM&GWTH/D/N"	"CIG6166"	"987249"	"Balanced Funds"	"3807550"	"4.630"	"4.630"	"4.630"	"CAD"	"8.03"	""	"No"
"CI SIGNTR DIV-Z /N"	"CIG2901"	"924993"	"Dividend Funds"	"3807725"	"9.820"	"9.820"	"9.820"	"CAD"	"4.28"	""	"No"
"CI V/T CC CL-Z /N"	"CIG2903"	"933350"	"US Equity Funds"	"3807250"	"5.470"	"5.470"	"5.470"	"CAD"	"n/a"	""	"No"
"CI V/T CL-Z CC /D/N"	"CIG3903"	"933351"	"US Equity Funds"	"3807250"	"5.470"	"5.470"	"5.470"	"CAD"	"n/a"	""	"No"
"CIBC 4.75% 22DC14"	""	"R75513"	"Corporate Bonds"	"2602230"	"107.521"	"107.521"	"107.521"	"CAD"	"4.42"	"3.085813"	"No"
"CIBC AGRI IDXGW1/D/N"	"CBL053"	"967626"	"Linked Notes Funds"	"3807245"	"105.721"	"105.721"	"105.721"	"CAD"	"n/a"	""	"No"
"CIBC AM FP DART1/D/N"	"CBL701"	"948801"	"Linked Notes Funds"	"3807245"	"89.309"	"89.309"	"89.309"	"CAD"	"n/a"	""	"No"
"CIBC AM FP DART2/D/N"	"CBL702"	"948804"	"Linked Notes Funds"	"3807245"	"88.345"	"88.345"	"88.345"	"CAD"	"0.00"	""	"No"
"CIBC CALL GL EQ5/D/N"	"CBL107"	"924517"	"Linked Notes Funds"	"3807245"	"90.040"	"90.040"	"90.040"	"CAD"	"n/a"	""	"No"
"CIBC CB-09 4.5%-V/R15OC14"	""	"R75482"	"Corporate Bonds"	"2602230"	"100.583"	"100.583"	"100.583"	"CAD"	"4.47"	"4.360578"	"No"
"CIBC CB06 F/R 7% 23OC11"	""	"R74830"	"Bonds (other)"	"2602230"	"100.000"	"100.000"	"100.000"	"CAD"	"7.00"	"6.990693"	"No"
"CIBC CDN BLUE CH LNK DN-1"	"CM.NT.B"	"102786"	"Linked Notes"	"330"	"11.500"	"15.000"	"11.510"	"CAD"	"n/a"	""	"No"
"CIBC CDN BND INDX /N"	"CIB503"	"993576"	"Canadian Bonds & Income Funds"	"3807700"	"10.584"	"10.584"	"10.584"	"CAD"	"3.06"	""	"No"
"CIBC CI MAX DEP4/D/N"	"CBL310"	"951826"	"Linked Notes Funds"	"3807245"	"85.860"	"85.860"	"85.860"	"CAD"	"n/a"	""	"No"
"CIBC CL-A N/CM PFD SER-26"	"CM.PR.D"	"118397"	"Fixed Rate Perpetual Preferred Shares"	"310"	"24.840"	"24.890"	"24.850"	"CAD"	"5.78"	""	"No"
"CIBC CL-A PFD SER-22 *"	""	"118307"	"Preferred Shares"	"310"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	""	"No"
"CIBC COM IDX GW2/D/N"	"CBL060"	"965667"	"Linked Notes Funds"	"3807245"	"105.789"	"105.789"	"105.789"	"CAD"	"n/a"	""	"No"
"CIBC DEP/NT 4.35% 1NV11"	""	"R75655"	"Corporate Bonds"	"2602230"	"104.778"	"104.778"	"104.778"	"CAD"	"4.15"	"1.592976"	"No"
"CIBC DEP/NT 4.95% 2SP10"	""	"R75370"	"Corporate Bonds"	"2602230"	"102.523"	"102.523"	"102.523"	"CAD"	"4.83"	"0.723197"	"No"
"CIBC EQ T/REDM-5/D/N"	"CBL031"	"961565"	"Linked Notes Funds"	"3807245"	"92.862"	"92.862"	"92.862"	"CAD"	"n/a"	""	"No"
"CIBC EQ TGT RED4/D/N"	"CBL026"	"947557"	"Linked Notes Funds"	"3807245"	"93.213"	"93.213"	"93.213"	"CAD"	"n/a"	""	"No"
"CIBC FP *DYN LN1/D/N"	"CBL501"	"927522"	"Linked Notes Funds"	"3807245"	"131.480"	"131.480"	"131.480"	"CAD"	"n/a"	""	"No"
"CIBC FPDARTSREN1/D/N"	"CBL700"	"947558"	"Linked Notes Funds"	"3807245"	"91.350"	"91.350"	"91.350"	"CAD"	"n/a"	""	"No"
"CIBC FULPAY F/TM-1 18FB11"	""	"R75398"	"Linked Notes"	"2602245"	"116.163"	"116.163"	"116.163"	"CAD"	"n/a"	""	"No"
"CIBC FULPAY STAR-1 31DC10"	""	"R75399"	"Linked Notes"	"2602245"	"108.260"	"108.260"	"108.260"	"CAD"	"n/a"	""	"No"
"CIBC GL B/C RBW1/D/N"	"CBL029"	"961563"	"Linked Notes Funds"	"3807245"	"99.140"	"99.140"	"99.140"	"CAD"	"n/a"	""	"No"
"CIBC INT CPNR 11.6% 7JA14"	""	"R46004"	"Discount Bonds (other)"	"2636000"	"88.396"	"88.396"	"88.396"	"CAD"	"n/a"	"3.171326"	"No"
"CIBC MANAHLDVF1A/D/N"	"CBL169"	"933322"	"Miscellaneous"	"3807245"	"98.116"	"98.116"	"98.116"	"CAD"	"n/a"	""	"No"
"CIBC MANAHLDVF1B /N"	"CBL170"	"933323"	"Miscellaneous"	"3807245"	"98.116"	"98.116"	"98.116"	"CAD"	"n/a"	""	"No"
"CIBC N/C RED SER-29 PFD-A"	"CM.PR.G"	"129614"	"Fixed Rate Perpetual Preferred Shares"	"310"	"23.290"	"23.400"	"23.340"	"CAD"	"5.78"	""	"No"
"CIBC N/CUM 5.35% PF-A S33"	"CM.PR.K"	"118343"	"Preferred Shares"	"310"	"26.850"	"26.940"	"26.900"	"CAD"	"4.97"	""	"No"
"CIBC NIKKEI 225 I/LK SR-1"	"CM.NT.A"	"102819"	"Linked Notes"	"330"	"10.010"	"11.000"	"10.010"	"CAD"	"n/a"	""	"No"
"CIBC NON CUM PFD-A SER-27"	"CM.PR.E"	"118342"	"Fixed Rate Perpetual Preferred Shares"	"310"	"23.890"	"24.090"	"23.890"	"CAD"	"5.86"	""	"No"
"CIBC NON CUM PFD-A SER-30"	"CM.PR.H"	"129615"	"Fixed Rate Perpetual Preferred Shares"	"310"	"21.010"	"21.080"	"21.010"	"CAD"	"5.71"	""	"No"
"CIBC NON CUM PFD-A SER-31"	"CM.PR.I"	"129616"	"Fixed Rate Perpetual Preferred Shares"	"310"	"20.650"	"20.710"	"20.640"	"CAD"	"5.69"	""	"No"
"CIBC NON CUM PFD-A SER-32"	"CM.PR.J"	"129617"	"Fixed Rate Perpetual Preferred Shares"	"310"	"20.020"	"20.120"	"20.130"	"CAD"	"5.59"	""	"No"
"CIBC NON CUM PFD-A SER-35"	"CM.PR.L"	"118351"	"Preferred Shares"	"310"	"27.720"	"27.800"	"27.800"	"CAD"	"5.85"	""	"No"
"CIBC NON-CUM PFD-A SER-19"	"CM.PR.R"	"118288"	"Retractable Preferred Shares"	"310"	"26.100"	"26.150"	"26.150"	"CAD"	"4.73"	""	"No"
"CIBC NON-CUM PR-A SER 9 *"	""	"118234"	"Preferred Shares"	"310"	"26.000"	"26.000"	"0.000"	"CAD"	"0.00"	""	"No"
"CIBC NON-CUM PR-A-S12-U$*"	""	"118237"	"Preferred Shares"	"310"	"25.950"	"26.000"	"25.950"	"USD"	"0.00"	""	"No"
"CIBC SR-01413 DN 5%10SP12"	""	"R75714"	"Corporate Bonds"	"2602230"	"107.259"	"107.259"	"107.259"	"CAD"	"4.66"	"2.137009"	"No"
"CIBC SR-23 CL-A PFD"	"CM.PR.A"	"118361"	"Retractable Preferred Shares"	"310"	"26.300"	"26.350"	"26.350"	"CAD"	"5.03"	""	"No"
"CIBC T/PRM YLD-7/D/N"	"CBL074"	"925611"	"Linked Notes Funds"	"3807245"	"100.000"	"100.000"	"0.000"	"CAD"	"n/a"	""	"No"
"CIBC TOT P/YLD10/D/N"	"CBL087"	"965690"	"Linked Notes Funds"	"3807245"	"99.803"	"99.803"	"99.803"	"CAD"	"n/a"	""	"No"
"CIBC-5.5% N/CUM PFD-A S18"	"CM.PR.P"	"118312"	"Fixed Rate Perpetual Preferred Shares"	"310"	"23.660"	"23.890"	"23.850"	"CAD"	"5.77"	""	"No"
"CIBC-A C19 9.976%30JN2108"	""	"R75798"	"Capital Trust"	"2602240"	"131.762"	"131.762"	"131.762"	"CAD"	"7.57"	"7.518319"	"No"
"CIE FINANCIERE RICH-ADR"	"CFRUY"	"161100"	"Common Stock"	"3308000"	"0.000"	"0.000"	"3.250"	"USD"	"n/a"	""	"No"
"CIGNA CORP"	"CI"	"161128"	"Common Stock"	"315"	"36.350"	"36.380"	"36.350"	"USD"	"0.44"	""	"No"
"CINCINNATI BELL INC"	"CBB"	"161184"	"Common Stock"	"315"	"3.030"	"3.040"	"3.040"	"USD"	"n/a"	""	"No"
"CINCINNATI BELL INC /RTS"	""	"161170"	"Common Stock"	"330"	"0.000"	"22.500"	"0.000"	"USD"	"0.00"	""	"No"
"CINEPLEX E-12 CV 6%31DC12"	"CGX.DB"	"R83034"	"Convertible Debentures"	"2756000"	"104.010"	"105.350"	"105.000"	"CAD"	"5.71"	"4.168683"	"No"
"CINEPLEX GALAXY INCM T/U"	"CGX.UN"	"161165"	"Trust Units"	"3308001"	"18.080"	"18.110"	"18.050"	"CAD"	"6.98"	""	"No"
"CINRAM INTL INCOME FD T/U"	"CRW.UN"	"161601"	"Trust Units"	"3308001"	"2.750"	"2.950"	"2.950"	"CAD"	"0.00"	""	"No"
"CIPHER PHARMACEUTICAL INC"	"DND"	"161575"	"Common Stock"	"330"	"1.050"	"1.250"	"1.050"	"CAD"	"n/a"	""	"No"
"CIRCA ENTERPRISES INC"	"CTO"	"161559"	"Common Stock"	"330"	"0.220"	"0.300"	"0.220"	"CAD"	"22.73"	""	"No"
"CIRCO CRAFT CO INC *"	""	"161605"	"Common Stock"	"330"	"9.750"	"0.000"	"0.000"	"USD"	"n/a"	""	"No"
"CIRCUIT CITY STORES"	"CC"	"161611"	"Common Stock"	"315"	"0.000"	"0.000"	"0.007"	"USD"	"2,285.71"	""	"No"
"CISCO SYSTEMS INC"	"CSCO"	"161645"	"Common Stock"	"315"	"22.990"	"23.000"	"22.990"	"USD"	"n/a"	""	"No"
"CIT EXCHANGECO INC"	"CGX.U"	"162262"	"Common Stock"	"315"	"6.500"	"0.000"	"0.000"	"USD"	"0.00"	""	"No"
"CITADEL BROADCASTING CORP"	"CDL"	"161798"	"Common Stock"	"330"	"0.043"	"0.044"	"0.044"	"USD"	"22,363.64"	""	"No"
"CITADEL DIVERSIFD INV T/*"	"CTD.UN"	"161805"	"Trust Units"	"3308001"	"8.740"	"8.780"	"8.760"	"CAD"	"7.53"	""	"No"
"CITADEL HYTES FUND T/U *"	"CHF.UN"	"161803"	"Trust Units"	"3308001"	"8.910"	"9.080"	"9.000"	"CAD"	"12.00"	""	"No"
"CITADEL INCM & GWT FD T/*"	"CIF.UN"	"161908"	"Trust Units"	"3308001"	"10.680"	"10.700"	"0.000"	"CAD"	"0.00"	""	"No"
"CITADEL INCOME FD T/U"	"CTF.UN"	"161810"	"Trust Units"	"3308001"	"5.200"	"5.210"	"5.200"	"CAD"	"9.23"	""	"No"
"CITADEL MULTI-SEC INC T/*"	"CMS.UN"	"161888"	"Trust Units"	"3308001"	"11.250"	"11.300"	"11.250"	"CAD"	"0.00"	""	"No"
"CITADEL PREM INCM FD T/U*"	"CPF.UN"	"161975"	"Trust Units"	"3308001"	"5.910"	"5.940"	"5.910"	"CAD"	"9.14"	""	"No"
"CITADEL S-1 I/TR FND T/U*"	"SDL.UN"	"161859"	"Trust Units"	"3308001"	"9.500"	"9.690"	"9.500"	"CAD"	"0.00"	""	"No"
"CITADEL SMART FUND T/U"	"CRT.UN"	"161870"	"Trust Units"	"3308001"	"21.500"	"21.990"	"21.500"	"CAD"	"11.61"	""	"No"
"CITADEL STABLE S-1 T/U *"	"CSR.UN"	"161823"	"Trust Units"	"3308001"	"5.550"	"5.590"	"5.560"	"CAD"	"12.58"	""	"No"
"CITI IDX OPT PP S2 16AG13"	""	"R84034"	"Linked Notes"	"2602245"	"97.250"	"97.250"	"97.250"	"USD"	"n/a"	""	"No"
"CITI IDX/OP P/P S-1 5MR12"	""	"R83993"	"Linked Notes"	"2602245"	"158.120"	"158.120"	"158.120"	"CAD"	"n/a"	""	"No"
"CITI IDX/OP P/P S-9 3JN13"	""	"R84028"	"Linked Notes"	"2602245"	"111.480"	"111.480"	"111.480"	"CAD"	"n/a"	""	"No"
"CITI IDX/OP PP S-2 30AP12"	""	"R83909"	"Linked Notes"	"2602245"	"161.130"	"161.130"	"161.130"	"CAD"	"n/a"	""	"No"
"CITI IDX/OP PP S-3 18JN12"	""	"R83997"	"Linked Notes"	"2602245"	"150.820"	"150.820"	"150.820"	"CAD"	"n/a"	""	"No"
"CITI IDX/OP PP S-6 14JA13"	""	"R84017"	"Linked Notes"	"2602245"	"149.660"	"149.660"	"149.660"	"CAD"	"n/a"	""	"No"
"CITI IDX/OP PP S-7 8MR13"	""	"R84018"	"Linked Notes"	"2602245"	"137.530"	"137.530"	"137.530"	"CAD"	"n/a"	""	"No"
"CITI IDX/OP PP S10 15JL13"	""	"R84032"	"Linked Notes"	"2602245"	"127.090"	"127.090"	"127.090"	"CAD"	"n/a"	""	"No"
"CITIBANK GPR HDG FD NT PF"	""	"272165"	"Linked Notes"	"330"	"9.320"	"9.420"	"9.320"	"CAD"	"n/a"	""	"No"
"CITIBK SAM GLB HLT1 1JN1*"	""	"R83996"	"Linked Notes"	"2602245"	"106.300"	"106.300"	"106.300"	"CAD"	"n/a"	""	"No"
"CITIC PACIFIC LTD-SPN ADR"	"CTPCY"	"161816"	"Common Stock"	"3308000"	"0.000"	"0.000"	"11.030"	"USD"	"n/a"	""	"No"
"CITIGROUP 6.5% 18JA11"	""	"R83927"	"Corporate Bonds"	"2606000"	"104.655"	"104.655"	"104.655"	"USD"	"6.21"	"1.693107"	"No"
"CITIGROUP INC 1/1000 PF-T"	"C.PR.I"	"162064"	"Preferred Shares"	"310"	"27.000"	"27.900"	"27.000"	"USD"	"12.04"	""	"No"
"CITIGROUP INC COM"	"C"	"161826"	"Common Stock"	"315"	"3.220"	"3.230"	"3.230"	"USD"	"1.24"	""	"No"
"CITIGROUP INC1/1000 PF-AA"	"C.PR.P"	"162066"	"Preferred Shares"	"310"	"16.510"	"16.700"	"16.510"	"USD"	"12.30"	""	"No"
"CITIGRP 144A 4.75% 17MR14"	""	"R83994"	"Bonds (other)"	"2606000"	"101.255"	"101.255"	"101.255"	"CAD"	"4.69"	"4.413661"	"No"
"CITIGRP FIN 5.5% 21MY13"	""	"R84296"	"Bonds (other)"	"2606000"	"104.568"	"104.568"	"104.568"	"CAD"	"5.26"	"4.014763"	"No"
"CITIGRP FIN MTN4.9%13NV12"	""	"R84318"	"Corporate Bonds"	"2602230"	"103.130"	"103.130"	"103.130"	"CAD"	"4.75"	"3.710026"	"No"
"CITIZENS UTILITIES CL B *"	""	"162107"	"Common Stock"	"330"	"11.125"	"11.125"	"0.000"	"USD"	"0.00"	""	"No"
"CLAIRVEST GROUP INC"	"CVG"	"162390"	"Common Stock"	"330"	"12.160"	"12.490"	"12.160"	"CAD"	"0.82"	""	"No"
