Description	Symbol	Security	Subcategory	Type	Bid	Ask	Close	Cur. Price	yo	Saxo	locomotive	Livre A	coucou	cheval A	CHECKBOX	Subsequent Amount	Region	Non-redeemable	Maturity	Market	Interest	Initial Amount	Frequency	Financial Instrument	Dividend Date	Dividend	MY (%)	YTM - Market (%)	Exclude from Billing
BIP GL EQ /N	BIP151	923548	Global Equity Funds	3807500	7.504	7.504	7.504	CAD								n/a	ZZ	No			0	n/a	1	Mutual Fund	12/17/2009	0.022	0.29		No
BIP GL EQ /D/N	BIP251	923549	Global Equity Funds	3807500	7.504	7.504	7.504	CAD								n/a	ZZ	No			0	n/a	1	Mutual Fund	12/17/2009	0.022	0.29		No
BIP GL EQ /LL/D/N	BIP205	922327	Global Equity Funds	3807500	7.504	7.504	7.504	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/17/2009	0.022	0.29		No
BIP GL EQ U$ /N	BIP153	924010	Global Equity Funds	3807500	7.096	7.096	7.096	USD								n/a	ZZ	No			0	n/a	1	Mutual Fund	12/17/2009	0.02	0.28		No
BIP GL S/C EQ /N	BIP152	923550	Global Equity Funds	3807510	9.294	9.294	9.294	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/17/2007	0.115	1.24		No
BIP INTL EQ /N	BIP161	923552	International Equity Funds	3807300	9.715	9.715	9.715	CAD								n/a	ZZ	No			0	n/a	1	Mutual Fund	12/17/2009	0.003	0.03		No
BIP INTL EQ U$ /N	BIP163	924035	International Equity Funds	3807300	9.187	9.187	9.187	USD								n/a	CA	No			0	n/a	1	Mutual Fund	12/17/2009	0.003	0.03		No
BIP US EQ /D/N	BIP241	923545	US Equity Funds	3807250	5.237	5.237	5.237	CAD								n/a	US	No			0	n/a	1	Mutual Fund	12/17/2009	0.006	0.12		No
BIRCH MOUNTAIN RES LTD	BMD	75165	Common Stock	330	0	0.005	0.005	CAD								n/a	CA	No		TSX	0	n/a	0	Equity		0	n/a		No
BIRCH MTN CV 6% 31DC11	BMD.DB	R38320	Bonds (other)	2756000	2	2	2	CAD								n/a	CA	No	12/31/2011	TSE	6	n/a	2	Bond		0	300	241.079593	No
BIRCHCLIFF ENERGY LTD	BIR	75695	Common Stock	315	9.7	9.78	9.76	CAD								n/a	CA	No		TSE	0	n/a	0	Equity		0	n/a		No
BIRD CONSTRUCTION INC T/U	BDT.UN	75887	Trust Units	3308001	32.8	32.97	32.8	CAD								n/a	CA	No		TSE	0	n/a	12	Equity	01/27/2010	0.15	5.49		No
BIS BOND /D/N	TML300	984852	Canadian Bonds & Income Funds	3807700	12.6	12.6	12.6	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/18/2009	0.054	5.18		No
BIS CDN BAL /D/N	TML322	984862	Balanced Funds	3807720	24.1	24.1	24.1	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/21/2009	0.35	1.45		No
BIS CDN EQTY /N	TML202	986053	Canadian Equity Funds	3807150	65.79	65.79	65.79	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/18/2009	1.449	2.2		No
BIS CDN EQTY /D/N	TML302	984854	Canadian Equity Funds	3807150	65.79	65.79	65.79	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/18/2009	1.449	2.2		No
BIS MULT GW /D/N	TML321	984861	Global Equity Funds	3807500	17.39	17.39	17.39	CAD								n/a	ZZ	No			0	n/a	1	Mutual Fund	12/18/2009	0.197	1.13		No
BIS RER CRS MULT/S/N	TML538	984867	Global Equity Funds	3807500	3.854	3.854	3.854	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
BISS CDN DIV-A /N	TML1017	973688	Canadian Equity Funds	3807725	11.85	11.85	11.85	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/18/2009	0.12	12.13		No
BISS SM CAP CC /N	TML950	983319	Canadian Equity Funds	3807152	7.9	7.9	7.9	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	01/11/2008	1.351	17.1		No
BISSETT BOND CC /N	TML925	983167	Canadian Bonds & Income Funds	3807700	7.26	7.26	7.26	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
BJ'S WHOLESALE CLUB INC	BJ	51651	Common Stock	315	33.13	33.14	33.09	USD								n/a	US	No		NYS	0	n/a	0	Equity		0	n/a		No
BJS RESTAURANTS INC	BJRI	13997	Common Stock	315	21.26	21.27	21.27	USD								n/a	US	No		NAS	0	n/a	0	Equity		0	n/a		No
BK NOVA SCOTIA 4.5% PF-14	BNS.PR.L	55919	Fixed Rate Perpetual Preferred Shares	310	20.64	20.69	20.64	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	12/31/2009	0.281	5.45		No
BK NOVA SCOTIA 5% PFD-18	BNS.PR.P	55924	Preferred Shares	310	26.36	26.49	26.49	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	12/31/2009	0.313	4.72		No
BK NOVA SCOTIA 5% PFD-S20	BNS.PR.Q	55930	Preferred Shares	310	26.23	26.41	26.23	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	12/31/2009	0.313	4.77		No
BK NOVA SCOTIA 5% PFD-S22	BNS.PR.R	55934	Preferred Shares	310	26.3	26.39	26.3	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	12/31/2009	0.313	4.75		No
BK NOVA SCOTIA 5.25%PF-16	BNS.PR.N	55922	Fixed Rate Perpetual Preferred Shares	310	23.5	23.55	23.48	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	12/31/2009	0.328	5.59		No
BK NOVA SCOTIA 6.25%PF-26	BNS.PR.T	55953	Preferred Shares	310	27.76	27.87	27.85	CAD								n/a	CA	No	04/25/2014	TSE	0	n/a	4	Equity	12/31/2009	0.391	5.61		No
BK NOVA SCOTIA 6.25%PF-28	BNS.PR.X	55955	Preferred Shares	310	27.73	27.75	27.75	CAD								n/a	CA	No	04/25/2014	TSE	0	n/a	4	Equity	12/31/2009	0.391	5.63		No
BK NOVA SCOTIA PFD- S-12	BNS.PR.J	55910	Fixed Rate Perpetual Preferred Shares	310	23.79	23.82	23.79	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	12/31/2009	0.328	5.52		No
BK OF MTL 6.5%-B PFD S21	BMO.PR.O	55958	Preferred Shares	310	28.25	28.33	28.3	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/28/2010	0.406	5.74		No
BK OF MTL N/C SR-4 PF-B*	BMO.PR.G	55743	Retractable Preferred Shares	310	24.97	25.03	25.04	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	08/01/2007	0.3	4.79		No
BK OF MTL N/C PFD-B SR-5	BMO.PR.H	55744	Fixed Rate Perpetual Preferred Shares	310	23.86	24.1	23.86	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/28/2010	0.331	5.55		No
BK OF MTL N/CUM-B PFD S16	BMO.PR.M	55932	Preferred Shares	310	26.7	26.91	26.72	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/28/2010	0.325	4.87		No
BK OF MTL N/CUM-B PFD S18	BMO.PR.N	55702	Preferred Shares	310	28.3	28.39	28.39	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/28/2010	0.406	5.72		No
BK OF MTL N/CUM-B-PFD S23	BMO.PR.P	55925	Preferred Shares	310	27.23	27.3	27.3	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/28/2010	0.338	4.95		No
BK OF MTL-N/CUM-B-PFD S13	BMO.PR.J	155625	Fixed Rate Perpetual Preferred Shares	310	20.95	21.05	21.05	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/28/2010	0.281	5.34		No
BK OF MTL-N/CUM-B-PFD S14	BMO.PR.K	55921	Fixed Rate Perpetual Preferred Shares	310	23.76	23.91	23.8	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/28/2010	0.328	5.51		No
BK OF MTL-N/CUM-B-PFD S15	BMO.PR.L	55929	Preferred Shares	310	25.3	25.38	25.38	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	01/28/2010	0.363	5.71		No
BK OF NS-NON CUM-S15-PFD	BNS.PR.M	55920	Fixed Rate Perpetual Preferred Shares	310	20.59	20.65	20.65	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	12/31/2009	0.281	5.45		No
BLACK & DECKER CORP	BDK	75416	Common Stock	315	67.96	68.04	67.95	USD								n/a	US	No		NYS	0	n/a	4	Equity	12/14/2009	0.12	0.71		No
BLACK HILLS CORP	BKH	75709	Common Stock	315	26.19	26.2	26.22	USD								n/a	US	No		NYS	0	n/a	4	Equity	11/13/2009	0.355	5.42		No
BLACKROCK DEBT STRAT FUND	DSU	75956	Common Stock	3308015	3.68	3.7	3.68	USD								n/a	US	No		NYS	0	n/a	12	Equity	12/29/2009	0.031	10.11		No
BLACKSTONE VENTURES INC	BLV	75739	Common Stock	330	0.16	0.175	0.165	CAD								n/a	CA	No		TSX	0	n/a	0	Equity		0	n/a		No
BLAINVILLE BEO 3% 9SP10		Q05231	Municipal & Para-governmental Bonds	2601411	101.173	101.173	101.173	CAD								n/a	CA	No	09/09/2010		3	n/a	2	Bond		0	2.97	1.091568	No
BLAINVILLE BEO 4% 9SP13		Q05243	Municipal & Para-governmental Bonds	2601411	103.68	103.68	103.68	CAD								n/a	CA	No	09/09/2013		4	n/a	2	Bond		0	3.86	2.920235	No
BLUE DIAMOND MINING CORP	BDM	76610	Common Stock	330	0.015	0.02	0.015	CAD								n/a	CA	No		TSX	0	n/a	0	Equity		0	n/a		No
BLUE LIGHTNING VENTURES *	BLL	76622	Common Stock	330	0.4	0.43	0.4	CAD								n/a	CA	No		V	0	n/a	0	Equity		0	n/a		No
BLUE PEARL MINING LTD *	BLE	77435	Common Stock	315	17.13	17.19	17.18	CAD								n/a	CA	No		TSE	0	n/a	0	Equity		0	n/a		No
BLUE RIBBON INCOME FD T/U	RBN.UN	77626	Trust Units	3308001	9.61	9.64	9.61	CAD								n/a	CA	No		TSE	0	n/a	12	Equity	01/27/2010	0.07	8.74		No
BLUE SQUARE ISRAEL ADR	BSI	77613	Common Stock	3308000	10.46	10.59	10.53	USD								n/a	ZZ	No		NYS	0	n/a	0	Equity	02/09/2010	0.466	n/a		No
BLUEGREEN CORP	BXG	76969	Common Stock	315	2.57	2.59	2.59	USD								n/a	US	No		NYS	0	n/a	0	Equity		0	n/a		No
BLUEPHOENIX SOLUTIONS LTD	BPHX	77422	Common Stock	315	2.83	2.91	2.85	USD								n/a	ZZ	No		NAS	0	n/a	0	Equity		0	n/a		No
BLUMONT MAN IP220 S2NOTES		322583	Linked Notes	330	13.84	13.84	13.84	CAD								n/a	CA	No	03/31/2014		0	n/a	0	Equity		0	n/a		No
BLUMONT MAN IP220 SER1 NT		322578	Linked Notes	330	14.45	14.45	14.45	CAD								n/a	CA	No			0	n/a	0	Equity		0	n/a		No
BLUMONT MAN MS SER-A NTS		272178	Linked Notes	330	9.396	9.396	9.396	CAD								n/a	CA	No	03/31/2014		0	n/a	0	Equity		0	n/a		No
BLUMONT MAN MS SERIES NTS		272200	Linked Notes	330	8.902	8.902	8.902	CAD								n/a	CA	No	09/30/2015		0	n/a	0	Equity		0	n/a		No
BLUMONT STRAT PRT HDG T/U	BSP.UN	322579	Alternative Investments	3308001	12.05	12.19	12.06	CAD								n/a	CA	No		TSE	0	n/a	0	Equity		0	n/a		No
BMC SOFTWARE INC	BMC	51756	Common Stock	315	37.18	37.18	37.17	USD								n/a	US	No		NYS	0	n/a	0	Equity		0	n/a		No
BMG BULLION U$ /N	BMG101	950680	Special Funds	3807950	9.306	9.306	9.306	USD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
BMO 4.78% 30AP14		R39318	Corporate Bonds	2602230	108.038	108.038	108.038	CAD								n/a	CA	No	04/30/2014		4.78	n/a	2	Bond		0	4.42	2.766814	No
BMO BOND FD NL/N	BMO143	994972	Canadian Bonds & Income Funds	3807700	13.373	13.373	13.373	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	01/18/2010	0.031	2.76		No
BMO CB D/N 4.69% 31JA11		R39393	Corporate Bonds	2602230	103.871	103.871	103.871	CAD								n/a	CA	No	01/31/2011		4.69	n/a	2	Bond		0	4.52	0.856202	No
BMO CB DEP NT 5.04% 4SP12		R32280	Corporate Bonds	2602230	107.525	107.525	107.525	CAD								n/a	CA	No	09/04/2012		5.04	n/a	2	Bond		0	4.69	2.05751	No
BMO CB SR-21 8.15% 9MY11		R32271	Bonds (other)	2602230	100	100	100	CAD								n/a	CA	No	05/09/2011		8.15	n/a	2	Bond		0	8.15	8.133462	No
BMO CB-07 FX-FL/RT31JL12*		R32032	Corporate Bonds	2602230	0	0	0	CAD								n/a	CA	No	07/31/2012		0	n/a	12	Bond		0	n/a	n/a	No
BMO CB06 7.4% 14MR11M		R32111	Bonds (other)	2602230	100	100	100	CAD								n/a	CA	No	03/14/2011		7.4	n/a	12	Bond		0	7.4	7.399601	No
BMO CI C/D E/Y 1/D/N	JHN202	974396	Linked Notes Funds	3807245	90.691	90.691	90.691	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	09/08/2008	0.349	4.62		No
BMO CORE H/YBD-2 D/N	JHN805	956846	Linked Notes Funds	3807245	93.52	93.52	93.52	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	10/15/2008	0.385	4.94		No
BMO CORE H/YBD1A/D/N	JHN803	956829	Linked Notes Funds	3807245	93.93	93.93	93.93	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	10/15/2008	0.394	5.03		No
BMO DEP NOTE 5.45% 17JL17		R32276	Corporate Bonds	2602230	112.311	112.311	112.311	CAD								n/a	CA	No	07/17/2017		5.45	n/a	2	Bond		0	4.85	3.560145	No
BMO DEP NT 4.65% 14MR13		R32273	Corporate Bonds	2602230	106.946	106.946	106.946	CAD								n/a	CA	No	03/14/2013		4.65	n/a	2	Bond		0	4.35	2.336726	No
BMO DIVIDEND FD NL/N	BMO146	995288	Dividend Funds	3807725	39.273	39.273	39.273	CAD								n/a	CA	No			0	n/a	4	Mutual Fund	12/18/2009	0.441	4.49		No
BMO DYN P+N YL-1/D/N	JHN400	936795	Linked Notes Funds	3807245	88.15	88.15	88.15	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	01/15/2010	0.064	0.87		No
BMO DYN REI DEF2/D/N	JHN416	967877	Linked Notes Funds	3807245	85.901	85.901	85.901	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
BMO DYN REI-1 3Y/D/N	JHN408	936540	Linked Notes Funds	3807245	67.791	67.791	67.791	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	01/15/2010	0.559	9.9		No
BMO DYNREID5-1-3/D/N	JHN410	976988	Linked Notes Funds	3807245	87.015	87.015	87.015	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
BMO DYNREIDF10-6/D/N	JHN447	929502	Linked Notes Funds	3807245	82.471	82.471	82.471	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
BMO EQ INDX /NL/N	BMO144	995037	Canadian Equity Funds	3807150	33.949	33.949	33.949	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/17/2007	0.63	1.86		No
BMO EQTY /NL/N	BMO135	995140	Canadian Equity Funds	3807150	24.735	24.735	24.735	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/17/2007	2.138	8.65		No
BMO FTI BL B/GW1/D/N	JHN137	951916	Linked Notes Funds	3807245	91.487	91.487	91.487	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
BMO FTI BL PD S3/D/N	JHN110	951815	Linked Notes Funds	3807245	97.793	97.793	97.793	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
BMO FTI PDFRTIN1/D/N	JHN107	937674	Linked Notes Funds	3807245	91.79	91.79	91.79	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	10/15/2008	0.048	0.63		No
BMO GGOFCREROC3A/D/N	JHN806	956855	Linked Notes Funds	3807245	93.256	93.256	93.256	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	10/15/2008	0.39	5.02		No
BMO GLB SC&TCH FD /N	BMO725	998876	Miscellaneous	3807170	10.243	10.243	10.243	CAD								n/a	CA	No			0	n/a	0	Other		0	n/a		No
BMO INTL EQTY /NL/N	BMO714	995113	International Equity Funds	3807300	10.249	10.249	10.249	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	07/31/2009	0.242	2.36		No
BMO MSP ARM GW-5/D/N	JHN507	936839	Linked Notes Funds	3807245	94.921	94.921	94.921	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
BMO S-C CB10 4%-FL 21JA15		R40302	Corporate Bonds	2602230	99.898	99.898	99.898	CAD								n/a	CA	No	01/21/2015		4	n/a	2	Bond		0	4	4.022674	No
BMO SPECIAL EQT/NL/N	BMO136	994524	Canadian Equity Funds	3807152	27.37	27.37	27.37	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/17/2007	6.471	23.64		No
BMO SSL ROC C/I3/D/N	JHN606	955426	Linked Notes Funds	3807245	92.472	92.472	92.472	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	01/15/2010	0.026	0.34		No
BMO T-BILL FD NL/N	BMO319	995172	Canadian Money Market Funds	3807850	1	1	1	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/31/2009	0	0.1		No
BMO US EQ INDX /NL/N	BMO722	993862	US Equity Funds	3807250	7.659	7.659	7.659	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/17/2007	0.34	4.44		No
BMO WRLD BOND FD /N	BMO716	993185	International Bonds & Income Funds	3807750	9.928	9.928	9.928	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/18/2009	0.128	1.29		No
BMO(BOAT)C10 6.647%31DC49		R32290	Corporate Bonds	2602240	104.824	104.824	104.824	CAD								n/a	CA	No	12/31/2049		6.647	n/a	2	Bond		0	6.34	6.314212	No
BMO(BOAT)C11 6.685%31DC49		R32316	Corporate Bonds	2602240	108.341	108.341	108.341	CAD								n/a	CA	No	12/31/2049		6.685	n/a	2	Bond		0	6.17	6.123361	No
BMO(BOAT)C15 4.633%31DC49		R40629	Corporate Bonds	2602240	103.305	103.305	103.305	CAD								n/a	CA	No	12/31/2049		4.633	n/a	2	Bond		0	4.48	4.454982	No
BMO-FTI FTF ICM2/D/N	JHN109	936690	Linked Notes Funds	3807245	91.254	91.254	91.254	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	10/15/2008	0.047	0.62		No
BMOG AMER EQTY /N	GGF409	995586	US Equity Funds	3807250	10.04	10.04	10.04	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
BMOG ASIAN GW&INCM/N	GGF620	947578	Asia-Pacific Rim Equity Funds	3807400	13.85	13.85	13.85	CAD								n/a	CA	No			0	n/a	4	Mutual Fund	12/22/2009	0.002	0.06		No
BMOG CD DV M/IN /D/N	GGF121	947582	Canadian Equity Funds	3807155	10.39	10.39	10.39	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/16/2009	0.035	4.04		No
BMOG CDN BAL D/N	GGF180	995584	Balanced Funds	3807720	22.93	22.93	22.93	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
BMOG CDN M/M /N	GGF582	993629	Canadian Money Market Funds	3807850	10	10	10	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	10/31/2009	0.001	0.15		No
BMOG CDN MNY MKT D/N	GGF182	995598	Canadian Money Market Funds	3807850	10	10	10	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	10/31/2009	0.001	0.15		No
BMOG DIV M/I /LL/D/N	GGF943	947583	Canadian Equity Funds	3807155	10.39	10.39	10.39	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/16/2009	0.035	4.04		No
BMOG DIV MTHLY INC/N	GGF621	947581	Canadian Equity Funds	3807155	10.39	10.39	10.39	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/16/2009	0.035	4.04		No
BMOG DIVIDEND GWT /N	GGF550	982500	Dividend Funds	3807725	15.46	15.46	15.46	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/22/2009	0.12	0.78		No
BMOG EMRG MKT /N	GGF591	993630	International Equity Funds	3807310	15.43	15.43	15.43	CAD								n/a	CA	No			0	n/a	1	Mutual Fund	12/19/2008	0.348	2.25		No
BMOG EURO EQTY /D/N	GGF200	980687	European Equity Funds	3807450	9.29	9.29	9.29	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
BMOG F/R INCM-M/LL/N	GGF948	937663	Special Funds	3807950	6.2	6.2	6.2	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/16/2009	0.02	3.87		No
BMOG FL/RATE INC/D/N	GGF114	937662	Special Funds	3807950	6.2	6.2	6.2	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/16/2009	0.02	3.87		No
BMOG FL/RATE INCM /N	GGF626	937661	Special Funds	3807950	6.2	6.2	6.2	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/16/2009	0.02	3.87		No
BMOG GL TECH-M /D/N	GGF201	979878	Miscellaneous	3807170	8.74	8.74	8.74	CAD								n/a	ZZ	No			0	n/a	0	Other		0	n/a		No
BMOG H/YLD BD/LL/D/N	GGF906	927401	Bond Funds	3807680	7.25	7.25	7.25	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/16/2009	0.05	8.28		No
BMOG HI YLD BND /N	GGF597	980678	Bond Funds	3807680	7.25	7.25	7.25	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/16/2009	0.05	8.28		No
BMOG HI YLD BND /D/N	GGF197	980682	Bond Funds	3807680	7.25	7.25	7.25	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/16/2009	0.05	8.28		No
BMOG MTH DV CL/N	GGF411	995593	Dividend Funds	3807720	10.08	10.08	10.08	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/16/2009	0.035	4.17		No
BMOG MTH H/IC II/D/N	GGF260	927567	Income Trust Funds	3807710	11.38	11.38	11.38	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/16/2009	0.06	6.33		No
BMOG MTH HI/INCM D/N	GGF193	997290	Income Trust Funds	3807710	7.56	7.56	7.56	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/16/2009	0.06	9.52		No
BMOG MTHLY DIV /N	GGF588	993623	Balanced Funds	3807720	8.96	8.96	8.96	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/16/2009	0.035	4.69		No
BMOG MTHLY DIV D/N	GGF188	995557	Balanced Funds	3807720	8.96	8.96	8.96	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	04/28/1999	0.035	0		No
BMOG MTHLY HI/INC /N	GGF593	993622	Income Trust Funds	3807710	7.56	7.56	7.56	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/16/2009	0.06	9.52		No
BMOG MTLY H/ICM II/N	GGF619	927566	Income Trust Funds	3807710	11.38	11.38	11.38	CAD								n/a	CA	No			0	n/a	12	Mutual Fund	12/16/2009	0.06	6.33		No
BMOG SC S/T INCM /N	GGF87291	948371	Canadian Bonds & Income Funds	3807705	10.316	10.316	10.316	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
BMOG US MNY MKT /N	GGF412	995576	Money Market Funds	3807000	10	10	10	USD								n/a	CA	No			0	n/a	12	Mutual Fund	10/31/2009	0.003	0.41		No
BMR GOLD CORP - COMMON *		51758	Common Stock	330	0	0	0	CAD								n/a	CA	No			0	n/a	0	Equity		0	n/a		No
BMTC GROUP INC CL-A SV	GBT.A	51808	Common Stock	330	32.4	33.25	32.25	CAD								n/a	CA	No		TSE	0	n/a	2	Equity	12/16/2009	0.2	1.24		No
BNC CB S/U 4.5% 13AU13M		V73861	Bonds (other)	2602230	100	100	100	CAD								n/a	CA	No	08/13/2013		4.5	n/a	12	Bond		0	4.5	4.499949	No
BNN SPLIT CORP PFD *	BNA.PR.A	55950	Split Preferred Shares	3108005	26	26.75	26.2	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	11/21/2006	0.391	5.96		No
BNP (CDA)BOC A-1/D/N	CIG716	991879	Canadian Equity Funds	3807245	90.5	90.5	90.5	CAD								n/a	CA	No			0	n/a	0	Mutual Fund	09/05/2000	0	n/a		No
BNP PARIBAS SPON ADR	BNPQY	57471	Common Stock	3308000	0	0	36.53	USD								n/a	FR	No		NAS	0	n/a	2	Equity	10/29/2009	0.965	5.28		No
BNP SIGMA TAL S1 PP22SP11		R41329	Linked Notes	2602245	95.59	96.59	95.59	CAD								n/a	CA	No	09/22/2011		0	n/a	1	Equity		0	0		No
BNS BM D/B XAPL2/D/N	SSP109	993759	Linked Notes Funds	3807245	88.15	88.15	88.15	CAD								n/a	CA	No			0	n/a	0	Mutual Fund	09/15/2000	0	n/a		No
BNS CB-13 4.99%-FR 27MR18		R41490	Corporate Bonds	2602230	107.206	107.206	107.206	CAD								n/a	CA	No	03/27/2018		4.99	n/a	2	Bond		0	4.65	3.948538	No
BNS CB-16 6.65%-FR 22JA21		R32360	Corporate Bonds	2602230	115.412	115.412	115.412	CAD								n/a	CA	No	01/22/2021		6.65	n/a	2	Bond		0	5.76	4.826635	No
BNS CB07 6.25% 16JL12*		R32301	Bonds (other)	2602230	99.925	99.925	99.925	CAD								n/a	CA	No	07/16/2012		6.25	n/a	2	Bond		0	6.25	6.282185	No
BNS CI PERF YLD1/D/N	SSP200	995904	Linked Notes Funds	3807245	83.08	83.08	83.08	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
BNS D/N 4.4% 9MY11		R32495	Corporate Bonds	2602230	104.073	104.073	104.073	CAD								n/a	CA	No	05/09/2011		4.4	n/a	2	Bond		0	4.23	1.200728	No
BNS DEP NT 5% 13SP10		R41444	Corporate Bonds	2602230	102.683	102.683	102.683	CAD								n/a	CA	No	09/13/2010		5	n/a	2	Bond		0	4.87	0.721406	No
BNS DEP NT 4.58% 15FB11		R41475	Corporate Bonds	2602230	103.805	103.805	103.805	CAD								n/a	CA	No	02/15/2011		4.58	n/a	2	Bond		0	4.41	0.953152	No
BNS DEP/NT 4.92% 15SP11		R33442	Corporate Bonds	2602230	105.59	105.59	105.59	CAD								n/a	CA	No	09/15/2011		4.92	n/a	2	Bond		0	4.66	1.447723	No
BNS FL/R 5.65%-08 22JL13		R32488	Corporate Bonds	2602230	99.546	99.546	99.546	CAD								n/a	CA	No	07/22/2013		5.65	n/a	2	Bond		0	5.68	5.79528	No
BNS SPLIT CORP II PFD	BSC.PR.A	55979	Split Preferred Shares	3108005	21.08	21.15	21.08	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	12/11/2009	0.221	4.2		No
BNS SPLIT CORP II-CAPITAL	BSC	55977	Miscellaneous	3308005	12.01	12.17	12	CAD								n/a	CA	No		TSE	0	n/a	4	Other	12/11/2009	0.11	3.67		No
BNS(BATS)C12 6.626%30JN52		R33423	Corporate Bonds	2602240	109.406	109.406	109.406	CAD								n/a	CA	No	06/30/2052		6.626	n/a	2	Bond		0	6.06	6.010418	No
BOARDWALK REIT T/U	BEI.UN	77881	Real Estate Investment Trusts	3308001	37.5	37.8	37.8	CAD								n/a	CA	No		TSE	0	n/a	12	Equity	01/27/2010	0.15	4.76		No
BOARDWLK S-A 5.61% 23JA12		R40289	Corporate Bonds	2606000	102.452	102.452	102.452	CAD								n/a	CA	No	01/23/2012		5.61	n/a	2	Bond		0	5.48	4.313586	No
BOEING COMPANY	BA	77990	Common Stock	315	57.79	57.81	57.78	USD								n/a	US	No		NYS	0	n/a	4	Equity	02/03/2010	0.42	2.91		No
