Symbole	Titre	Sous-catégorie	Type	Acheteur	Vendeur	Devise prix	yo	locomotive	Livre F	Franco	coucou	cheval F	CHECKBOX	Région	Non rachetable	Montant subséquent	Montant initial	Intérêt	Instrument financier	Fréquence	Échéance	Dividende	Date de dividende	Bourse	RM (%)	Rend. éché. - Marché (%)	Exclu de la facturation	Description
MT	34659	Actions ordinaires	315	"42,500"	"42,550"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	4		"0,188"	2009-11-20	NYS	"1,76"		Non	ARCELORMITTAL-NY REG-NEW
ACGL	34675	Actions ordinaires	315	"71,670"	"71,690"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	ARCH CAPITAL GROUP LTD
ADM	35063	Actions ordinaires	315	"29,750"	"29,760"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,140"	2009-11-17	NYS	"1,88"		Non	ARCHER-DANIELS-MIDLAND CO
	31618	Actions ordinaires	330	"21,500"	"21,500"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,410"	2001-10-25		"0,00"		Non	ARCHSTONE COMM TR SBI*
AG.DB	R22558	Débentures convertibles	2756000	"96,000"	"97,950"	CAD								CA	Non	n/d	n/d	"6,500"	Obligation	2	2011-07-31	"0,000"		TSE	"6,77"	"9,389,884"	Non	ARCTIC CV 6.5% 31JL11
AZN	34322	Actions ordinaires	330	"0,040"	"0,045"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	ARCTURUS VENTURES INC
	576811	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	ARENA GOLD RESOURCES INC
AAE	36259	Actions ordinaires	330	"3,200"	"3,250"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		T	n/d		Non	ARGO ENERGY LTD *
ARBA	673	Actions ordinaires	315	"12,140"	"12,150"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	ARIBA INC
	37099	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	ARIMETCO INTL INC
APV	37111	Actions ordinaires	330	"0,245"	"0,255"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	ARISE TECHNOLOGIES CORP
ARKAY	37357	Actions ordinaires	3308000	"0,000"	"0,000"	USD								FR	Non	n/d	n/d	"0,000"	Action	0		"0,831"	2009-06-12	NAS	n/d		Non	ARKEMA SPONS ADR
	37513	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	ARMADA GOLD CORP
AMO	37505	Actions ordinaires	330	"0,980"	"1,090"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		V	n/d		Non	ARMCO CAPITAL CORP
ARF.UN	38515	Fiducies de redevances	3308001	"24,250"	"24,500"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,180"	2010-01-27	TSE	"8,86"		Non	ARMTEC INFRAST INC FD T/U
ARRS	39444	Actions ordinaires	315	"10,790"	"10,840"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	ARRIS GROUP INC
AHP401	936007	Fonds Billets Indexés	3807245	"9,062"	"9,062"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	ARROW C/L MDL S1/S/N
AHP560	976546	Fonds de placements alternatifs	3807610	"0,996"	"0,996"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"1,677"	2007-12-31		n/d		Non	ARROW EPIC CAP -A /N
AHP002	923778	Fonds Billets Indexés	3807245	"10,338"	"10,338"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	ARROW MULT STR 2/S/N
AIM.UN	38516	Fiducies de redevances	3308001	"0,720"	"0,750"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,025"	2007-07-27	TSE	"0,00"		Non	ART IN MOTION INCM FD T/*
ARTG	750528	Contrats à terme	315	"4,330"	"4,340"	USD								US	Non	n/d	n/d	"0,000"	Contrat à terme	0		"0,000"		NAS	n/d		Non	ART TECHNOLOGY GROUP INC
AX.UN	39872	Société de placement immobilier	3308001	"11,340"	"11,490"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,090"	2010-01-27	TSE	"9,52"		Non	ARTIS REIT T/U
AOT	40585	Actions ordinaires	330	"0,325"	"0,355"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	ASCOT RES LTD
ASL	40798	Actions ordinaires	3158000	"9,640"	"9,680"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	4		"0,000"	2004-04-22	NY	"0,00"		Non	ASHANTI GOLDFIELDS SP/AD*
9908949	42153	Actions privilégiées	310	"0,650"	"0,650"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	ASHANTI GSM LTD RED PFD-C
AHDEF	42155	Actions privilégiées	310	"0,650"	"0,650"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,000"		XY	n/d		Non	ASHANTI GSM RED CUM PFD E
ASHFF	41401	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	ASHLAR FINANCIAL SERVICES
ACA	42119	Actions ordinaires	330	"1,120"	"1,140"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	ASHTON MINING CDA INC *
APB	42131	Actions ordinaires	3308015	"9,870"	"9,910"	USD								US	Non	n/d	n/d	"0,000"	Action	1		"0,044"	2008-12-24	NYS	"0,45"		Non	ASIA PACIFIC FUND INC
ASKJ	42177	Actions ordinaires	315	"33,410"	"33,400"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		XY	n/d		Non	ASK JEEVES INC *
ASML	40051	Actions ordinaires	315	"32,300"	"32,320"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,263"	2009-03-30	NAS	n/d		Non	ASML HLDG NV NY RG SH-NEW
ASML	40009	Actions ordinaires	315	"32,840"	"32,850"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"2,840"	2007-09-26	NAS	n/d		Non	ASML HOLDING NV NY REG S*
ASMSF	42255	Actions ordinaires	330	"0,000"	"0,000"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	ASSET MGT & SOFTWARE SY
ABF.UN	42617	Fiducies de redevances	3308001	"0,810"	"0,820"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,030"	2005-12-28	TSE	"0,00"		Non	ASSOCIATED BRNDS INCM T/*
	Q69544	Obligations municipales & para-gouvernementales	2601411	"102,752"	"102,752"	CAD								CA	Non	n/d	n/d	"3,500"	Obligation	2	2011-12-09	"0,000"			"3,41"	"1,993,211"	Non	ASSOMPTION ICS 3.5% 9DC11
CCS.PR.A	198060	Actions privilégiées fixes-flottantes	310	"24,840"	"25,100"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,344"	2007-05-30	TSE	"5,54"		Non	ASSUR GENL CO-OP PF-E S-A
AHF	12142	Actions ordinaires	330	"0,580"	"0,600"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	ASTON HILL FINL INC
ACM.A	43240	Actions ordinaires	315	"35,310"	"35,400"	CAD								CA	Non	n/d	n/d	"0,000"	Action	2		"0,250"	2010-01-15	TSE	"1,41"		Non	ASTRAL MEDIA-A NV
AZN	43184	Actions ordinaires	315	"49,450"	"49,460"	USD								GB	Non	n/d	n/d	"0,000"	Action	2		"0,590"	2009-08-05	NYS	"2,39"		Non	ASTRAZENECA PLC ADS
ASYTQ	43255	Actions ordinaires	315	"0,000"	"0,000"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	ASYST TECHNOLOGIES INC
T	817	Actions ordinaires	315	"20,250"	"20,800"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,238"	2005-10-06	NYS	"4,69"		Non	AT & T CORP - NEW *
T	944	Actions ordinaires	315	"25,580"	"25,590"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,420"	2010-01-06	NYS	"6,57"		Non	AT & T INC
ACO.X	43325	Actions ordinaires	330	"46,610"	"46,900"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,250"	2009-12-03	TSE	"2,13"		Non	ATCO LTD CL-I NV
	43331	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	ATCOR RES LTD NVS CL-A *
AAT	39798	Actions ordinaires	330	"0,040"	"0,045"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	ATI AIRTEST TECH INC
ATY	535	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	ATI TECHNOLOGIES INC *
ATP.DB.A	R24764	Débentures convertibles	2756000	"101,750"	"102,550"	CAD								CA	Non	n/d	n/d	"6,250"	Obligation	1	2017-03-15	"0,000"		TSE	"6,09"	"5,820,247"	Non	ATLANT PWR CV 6.25%15MR17
ATP	30020	Actions ordinaires	3308005	"12,240"	"12,320"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,091"	2010-01-27	TSE	"8,89"		Non	ATLANTIC POWER CORP-NEW
ATP.UN	30012	Actions ordinaires	3308005	"10,510"	"10,570"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,091"	2009-11-25	TSE	"10,35"		Non	ATLANTIC POWER CP-IPS *
ANYPF	44608	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	ATLANTIC SYSTEMS GROUP
AIQ	45167	Actions ordinaires	330	"0,015"	"0,020"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	ATLANTIS SYSTEMS CORP
	992059	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"	2000-03-10		n/d		Non	ATLAS CDN M/M-B /N*
	998479	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"	2000-03-10		n/d		Non	ATLAS CDN T-BIL-B/N*
	992125	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"	2000-03-10		n/d		Non	ATLAS CDN T-BILL*/NL
	992126	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"	2000-03-10		n/d		Non	ATLAS CDN T/B /N*
ATLKY	45721	Actions ordinaires	3308000	"0,000"	"0,000"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,376"	2009-04-28	NAS	n/d		Non	ATLAS COPCO AB -A- ADR
AED	45882	Actions ordinaires	330	"4,030"	"4,240"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	ATLAS ENERGY LTD *
	994004	Fonds d'actions internationales	3807300	"23,834"	"23,834"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"	2000-03-10		n/d		Non	ATLAS EURO VA-B *
	995690	Fonds d'actions internationales	3807300	"15,061"	"15,061"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"	2000-03-10		n/d		Non	ATLAS L/AMERVAL-A/N*
	995694	Fonds d'obligations internationales et fonds à revenu	3807750	"8,289"	"8,289"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,005"	2000-03-10		"0,00"		Non	ATLAS WRLD BND-A /N*
ATB	47408	Actions ordinaires	330	"15,720"	"15,790"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	ATRIUM INNOVATIONS INC
ATS.UN	1218	Fiducies de redevances	3308001	"10,750"	"10,850"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,097"	2008-11-26	TSE	"10,87"		Non	ATS ANDLAUER INCM FD PAR*
ATA	467	Actions ordinaires	315	"7,370"	"7,420"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	ATS AUTOMATION TOOLNG SYS
ATSI	487	Actions ordinaires	315	"2,740"	"2,750"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	ATS MED INC
AUO	47526	Actions ordinaires	3158000	"11,880"	"11,890"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,044"	2009-08-12	NYS	n/d		Non	AU OPTRONICS CORP SPN ADR
AUG	47602	Actions ordinaires	330	"0,085"	"0,095"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	AUGEN CAPITAL CORP
AUG611	935869	Fonds de placements alternatifs	3807610	"3,333"	"3,333"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AUGEN STG RES-H/SF/N
	47577	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,660"			n/d		Non	AULT FOODS LIMITED *
AUX	48516	Actions ordinaires	330	"0,050"	"0,055"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	AURAMEX RESOURCE CORP
AUN	48553	Actions ordinaires	330	"0,335"	"0,340"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	AURCANA CORPORATION
ARZ	48600	Actions ordinaires	315	"4,180"	"4,190"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	AURIZON MINES LTD
	R26301	Obligations (autres)	2606000	"0,000"	"0,000"	USD								US	Non	n/d	n/d	"7,750"	Obligation	2	2001-04-15	"0,000"			n/d	n/d	Non	AURORA ELECT 7.75%15AP01*
ANZ	49588	Actions ordinaires	3308000	"0,000"	"0,000"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	2		"0,494"	2009-11-06	NYS	"4,92"		Non	AUSTL&N ZEALND BK SPN-ADR
AUZR	49851	Actions ordinaires	330	"0,002"	"0,015"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	AUTHORISZOR INC
ACQ.UN	49748	Fiducies de redevances	3308001	"3,850"	"3,950"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,042"	2009-02-25	TSE	"13,00"		Non	AUTOCANADA INCOME FD T/U*
ADSK	49905	Actions ordinaires	315	"24,730"	"24,750"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,015"	2005-03-23	NAS	"0,24"		Non	AUTODESK INC
ALV	50124	Actions ordinaires	315	"42,260"	"42,290"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,210"	2009-02-03	NYS	"1,99"		Non	AUTOLIV INC
ADP	50310	Actions ordinaires	315	"41,270"	"41,280"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,340"	2009-12-09	NYS	"3,30"		Non	AUTOMATIC DATA PROC INC
AN	50140	Actions ordinaires	315	"18,610"	"18,620"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non	AUTONATION INC
	50734	Actions ordinaires	330	"5,500"	"5,500"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,040"			"2,91"		Non	AUTOSTOCK INC *
AZO	50762	Actions ordinaires	315	"156,480"	"156,530"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non	AUTOZONE INC (NV)
	9~0009	Autres titres	MAN	"0,000"	"0,000"	CAD							Oui	CA	Non	n/d	n/d	"0,000"	Autre	0		"0,000"			n/d		Non	AUTRE TITRE
	761108	Fonds d'obligations canadiennes et fonds à revenu	3807700	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AV-HERCDN
	761105	Fonds d'obligations canadiennes et fonds à revenu	3807700	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AV-HEREQU
ADLKF	6029	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	AVANTAGE LINK INC
	50903	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	AVANTE TECHNOLOGIES INC
AV	50787	Actions ordinaires	330	"17,470"	"17,490"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non	AVAYA INC *
	50960	Actions ordinaires	330	"2,750"	"2,750"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	AVCORP INDS INC *
AVF.UN	51434	Fiducies de redevances	3308001	"5,680"	"5,740"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,060"	2010-01-27	TSE	"12,65"		Non	AVENIR DIVSF INCM T/U
	5991	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,220"			n/d		Non	AVENTURE ELECTRONIQUE IN*
CAR	51194	Actions ordinaires	315	"11,450"	"11,460"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non	AVIS BUDGET GROUP INC
AVT	51474	Actions ordinaires	315	"27,630"	"27,640"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,000"		NYS	"0,00"		Non	AVNET INC.
AVP	51565	Actions ordinaires	315	"31,820"	"31,830"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,210"	2009-11-18	NYS	"2,64"		Non	AVON PRODS INC
	9~0001	Actions de capital	MAN	"0,000"	"0,000"	CAD								BE	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	AWEF
	9~0002	Actions de capital	MAN	"0,000"	"0,000"	CAD								FR	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	AWEF
AXA	11487	Actions ordinaires	3158000	"21,960"	"21,970"	USD								FR	Non	n/d	n/d	"0,000"	Action	2		"0,580"	2009-11-11	NYS	"5,28"		Non	AXA S.A. ADR
AXX	51534	Actions ordinaires	330	"1,750"	"1,780"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	AXIA NETMEDIA CORP
ATL782	940685	Fonds d'actions globales	3807500	"9,565"	"9,565"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AXIOM PTF ACT TOUT/N
AXYS	51521	Actions ordinaires	330	"53,990"	"54,000"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	AXSYS TECHS INC *
	51501	Actions ordinaires	330	"0,220"	"0,000"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	AYLMER MINES LTD NPL *
AZZ	51654	Actions ordinaires	315	"30,130"	"30,170"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,250"	2010-01-28	NYS	"3,31"		Non	AZZ INC
	90852	Actions ordinaires	330	"16,500"	"16,500"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,100"			"2,42"		Non	B C SUGAR REFINERY CL-A
BCSB	90853	Actions ordinaires	330	"16,600"	"16,600"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,100"			"0,00"		Non	B C SUGAR REFINERY CL-B
	51764	Actions privilégiées	310	"0,000"	"24,500"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	B CORP-PTCP REDM RET PR *
BJS	51809	Actions ordinaires	315	"20,350"	"20,360"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,050"	2009-12-11	NYS	"0,98"		Non	B J SERVICES CO
	51821	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	B Y G NATURAL RES INC *
	V30485	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"5,000"	Obligation	1	2011-07-11	"0,000"			"5,00"	"5,000,000"	Non	B2B CPG 5% 11JL11A
	V32205	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"3,400"	Obligation	1	2012-01-30	"0,000"			"3,40"	"3,400,000"	Non	B2B CPG 3.4% 30JA12A
	V30029	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,200"	Obligation	1	2012-03-23	"0,000"			"4,20"	"4,200,000"	Non	B2B CPG 4.2% 23MR12A
	V31854	Certificats de dépôt (intérêts composés)	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,300"	Obligation	1	2011-10-03	"0,000"			"4,30"	"4,300,000"	Non	B2B CPG 4.3% 3OC11CA
	V30847	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,800"	Obligation	1	2010-12-03	"0,000"			"4,80"	"4,800,000"	Non	B2B CPG 4.8% 3DC10A
	V32101	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"3,850"	Obligation	1	2010-12-20	"0,000"			"3,85"	"3,850,000"	Non	B2B CPG 3.85% 20DC10A
	V31287	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,150"	Obligation	1	2011-02-14	"0,000"			"4,15"	"4,150,000"	Non	B2B CPG 4.15% 14FV11A
	V29970	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,260"	Obligation	1	2010-02-26	"0,000"			"4,26"	"4,260,000"	Non	B2B CPG 4.26% 26FV10A
	V30870	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,950"	Obligation	1	2012-12-04	"0,000"			"4,95"	"4,950,000"	Non	B2B CPG 4.95% 4DC12A
BTB100	924265	Fonds de valeurs du marché monétaire canadien	3807850	"1,000"	"1,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	B2B TR INV IE-A/SF/N
BTB101	928775	Fonds de valeurs du marché monétaire canadien	3807850	"1,000"	"1,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	B2B TR INV IE-F/SF/N
BBT	32137	Actions ordinaires	330	"9,480"	"9,500"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,070"	2004-03-30	T	"2,95"		Non	B2B TRUST
BAESY	52281	Actions ordinaires	3308000	"0,000"	"0,000"	USD								GB	Non	n/d	n/d	"0,000"	Action	0		"0,420"	2009-10-21	NAS	n/d		Non	BAE SYSTEM PLC-SPS ADR
	52180	Actions ordinaires	330	"25,000"	"26,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	2		"0,140"			"1,12"		Non	BAE SYSTEMS CANADA INC *
	51883	Actions ordinaires	330	"0,580"	"0,590"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0	2010-04-11	"0,000"			n/d		Non	BAFFINLAND IRON 11APR10
BIM	51862	Actions ordinaires	330	"0,580"	"0,590"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	BAFFINLAND IRON MINES CRP
BIDU	52176	Actions ordinaires	3158000	"415,150"	"415,350"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	BAIDU INC ADS
	Q02592	Obligations municipales & para-gouvernementales	2601411	"101,339"	"101,339"	CAD								CA	Non	n/d	n/d	"3,050"	Obligation	2	2010-11-12	"0,000"			"3,01"	"1,350,644"	Non	BAIE COM ICS 3.05%12NV10
	Q02548	Obligations municipales & para-gouvernementales	2601411	"103,134"	"103,134"	CAD								CA	Non	n/d	n/d	"4,250"	Obligation	2	2015-11-02	"0,000"			"4,12"	"3,641,753"	Non	BAIE COM ICS 4.25% 2NV15
	Q02595	Obligations municipales & para-gouvernementales	2601411	"105,543"	"105,543"	CAD								CA	Non	n/d	n/d	"4,550"	Obligation	2	2013-11-12	"0,000"			"4,31"	"2,993,060"	Non	BAIE COM ICS 4.55%12NV13
	Q02514	Obligations municipales & para-gouvernementales	2601411	"107,860"	"107,860"	CAD								CA	Non	n/d	n/d	"5,300"	Obligation	2	2013-05-13	"0,000"			"4,91"	"2,787,779"	Non	BAIE COM-ICS 5.3% 13MI13
	Q06158	Obligations municipales & para-gouvernementales	2601411	"98,774"	"98,774"	CAD								CA	Non	n/d	n/d	"1,950"	Obligation	2	2011-11-10	"0,000"			"1,97"	"2,654,933"	Non	BAIE FEBVRE BM1.95%10NV11
	Q69808	Obligations municipales & para-gouvernementales	2601411	"99,717"	"99,717"	CAD								CA	Non	n/d	n/d	"3,250"	Obligation	2	2014-10-06	"0,000"			"3,26"	"3,314,849"	Non	BAIE ST PL ICS 3.25 6OC14
BAJ	52737	Actions ordinaires	330	"0,750"	"0,760"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	BAJA MINING CORP
BKB	52759	Actions ordinaires	330	"0,360"	"0,450"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	BAKBONE SOFTWARE INC
BHI	52751	Actions ordinaires	315	"44,540"	"44,570"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,150"	2010-01-28	NYS	"1,35"		Non	BAKER HUGHES INC
TML313	993901	Fonds d'actions globales	3807500	"4,020"	"4,020"	CAD								SG	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	BALISE MUTUAL /S/N
BLD	53941	Actions ordinaires	315	"2,390"	"2,450"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2004-06-03	TSE	n/d		Non	BALLARD POWER SYSTEMS
BLD	53929	Actions ordinaires	330	"1,520"	"1,640"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	BALLARD POWER SYSTEMS IN*
BYI	53936	Actions ordinaires	315	"44,210"	"44,250"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non	BALLY TECHNOLOGIES INC
	53995	Actions ordinaires	330	"0,090"	"0,090"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		C	n/d		Non	BALOIL RESOURCES LTD *
BNA.PR.C	54052	Actions privilégiées structurées	3108005	"19,090"	"19,430"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,272"	2009-11-18	TSE	"5,65"		Non	BAM SPLIT CP CL-AA S-3 PF
BNA.PR.D	54053	Actions privilégiées	3108005	"26,410"	"26,780"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,453"	2009-11-18	TSE	"6,86"		Non	BAM SPLIT CP CL-AA S-4 PF
BBVA	54757	Actions ordinaires	315	"16,850"	"16,870"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,129"	2009-12-22	NYS	n/d		Non	BANCO BILBAO VIZCAYA ARGN
