Description	Symbole	Titre	Sous-catégorie	Type	Acheteur	Vendeur	Clôture	Devise prix	yo	locomotive	Livre F	Franco	coucou	cheval F	CHECKBOX	Région	Non rachetable	Montant subséquent	Montant initial	Intérêt	Instrument financier	Fréquence	Échéance	Dividende	Date de dividende	Bourse	RM (%)	Rend. éché. - Marché (%)	Exclu de la facturation
EDGEWATER TECHNOLOGY INC	EDGW	245894	Actions ordinaires	330	"2,880"	"2,940"	"2,940"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
EDISON INTERNATIONAL	EIX	246427	Actions ordinaires	315	"34,070"	"34,090"	"34,100"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,315"	2009-12-29	NYS	"3,70"		Non
EDISPATCH.COM WIRELS DAT*		246434	Actions ordinaires	330	"0,280"	"0,320"	"0,260"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2002-07-29		n/d		Non
EDPER GROUP LTD CL-A *		246850	Actions ordinaires	330	"23,000"	"23,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,075"			"1,30"		Non
EGI CANADA CORP	EGI	247421	Actions ordinaires	330	"24,650"	"24,930"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
EGI FINANCIAL HOLDINGS	EFH	247426	Actions ordinaires	330	"11,100"	"11,550"	"11,540"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,070"	2009-03-11	TSE	n/d		Non
EISAI CO LTD SPON ADR	ESALY	247563	Actions ordinaires	3308000	"0,000"	"0,000"	"36,980"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	2		"0,783"	2009-09-25	NAS	"4,23"		Non
EL PASO CORPORATION	EP	247736	Actions ordinaires	315	"10,950"	"10,960"	"10,950"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,010"	2009-12-02	NYS	"0,37"		Non
ELAN CORP-PLC-ADR	ELN	247733	Actions ordinaires	3158000	"7,770"	"7,790"	"7,770"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non
ELBIT SYSTEMS LTD ORD	ESLT	247741	Actions ordinaires	315	"63,510"	"63,990"	"64,020"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	4		"0,360"	2009-11-27	NAS	"2,25"		Non
ELDORADO GOLD CRP	ELD	247850	Actions ordinaires	315	"13,660"	"13,720"	"13,670"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
ELECTRICITE DE FRANCE-ADR	ECIFY	245604	Actions ordinaires	3308000	"0,000"	"0,000"	"11,460"	USD								FR	Non	n/d	n/d	"0,000"	Action	0		"0,158"	2009-11-10	NAS	n/d		Non
ELI SCIENTIFIC INC RSTD		845285	Autres titres	330	"18,000"	"18,000"	"18,000"	CAD								CA	Non	n/d	n/d	"0,000"	Autre	0		"0,000"			n/d		Non
ELIXIR GAMING TECHS INC	EGT	249907	Actions ordinaires	315	"0,260"	"0,280"	"0,270"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		ASE	n/d		Non
EMBRAER-EMP BRA AERON ADR	ERJ	250842	Actions ordinaires	3158000	"21,800"	"21,840"	"21,870"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	4		"0,274"	2009-12-22	NYS	"5,02"		Non
EMC CORP (MASS)	EMC	239329	Actions ordinaires	315	"16,940"	"16,960"	"16,940"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non
EMERA INCORPORATED	EMA	250010	Actions ordinaires	315	"24,100"	"24,110"	"24,110"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,273"	2010-01-28	TSE	"4,52"		Non
EMERCOR BUILDING SYS LTD		251213	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non
EMERGIS INC *	EME	251235	Actions ordinaires	330	"8,240"	"8,250"	"8,250"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
EMERSON ELECTRIC CO	EMR	251207	Actions ordinaires	315	"42,520"	"42,540"	"42,510"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,335"	2009-11-10	NYS	"3,15"		Non
EMI US F/M CP P603/N	OPU724	972753	Fonds d'actions américaines	3807255	"8,151"	"8,151"	"8,151"	CAD								US	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
EMIS ACT CDN P603 /N	OPU721	972750	Fonds d'actions canadiennes	3807150	"11,691"	"11,691"	"11,691"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
EMIS ACT CDN P604 /N	OPU731	972756	Fonds d'actions canadiennes	3807150	"11,691"	"11,691"	"11,691"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
EMIS ACTIONS CDN /N	OPU251	977227	Fonds d'actions canadiennes	3807150	"11,691"	"11,691"	"11,691"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"1,239"	2008-12-22		"10,60"		Non
EMIS CROIS AM P603/N	OPU723	972752	Fonds d'actions américaines	3807250	"5,593"	"5,593"	"5,593"	CAD								US	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
EMIS CROIS AM P604/N	OPU733	972758	Fonds d'actions américaines	3807250	"5,593"	"5,593"	"5,593"	CAD								US	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
EMIS INL EAEO P603/N	OPU725	972754	Fonds d'actions internationales	3807300	"8,081"	"8,081"	"8,081"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
EMIS INL EAEO P604/N	OPU735	972760	Fonds d'actions internationales	3807300	"8,081"	"8,081"	"8,081"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
EMIS RV FX CD P603/N	OPU720	972749	Fonds de valeurs à revenu fixe	3807700	"10,841"	"10,841"	"10,841"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
EMIS RV FX CD P604/N	OPU730	972755	Fonds de valeurs à revenu fixe	3807700	"10,841"	"10,841"	"10,841"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
EMIS U P/M CP P604/N	OPU734	972759	Fonds d'actions américaines	3807255	"8,151"	"8,151"	"8,151"	CAD								US	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
EMIS VAL AMER P603/N	OPU722	972751	Fonds d'actions américaines	3807250	"5,718"	"5,718"	"5,718"	CAD								US	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
EMIS VAL AMER P604/N	OPU732	972757	Fonds d'actions américaines	3807250	"5,718"	"5,718"	"5,718"	CAD								US	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
EMPIRE CO CL-A NV	EMP.A	251660	Actions ordinaires	330	"48,500"	"48,740"	"48,500"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,185"	2010-01-13	TSE	"1,53"		Non
EMPLOYEE BENEFIT PLANS *		252164	Actions ordinaires	330	"20,000"	"20,000"	"20,000"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NY	n/d		Non
EMR MICROWAVE TECH CORP *		239397	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non
ENBRIDGE 5% 9AU16		T32418	Obligations corporatives	2606000	"107,121"	"107,121"	"107,121"	CAD								CA	Non	n/d	n/d	"5,000"	Obligation	2	2016-08-09	"0,000"			"4,67"	"3,761,418"	Non
ENBRIDGE 7.60 PFD COPRS *		252347	Actions privilégiées	3108003	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4	2075-01-01	"0,475"			n/d		Non
ENBRIDGE EN PRTNRS-A LPU	EEP	252359	Actions ordinaires	3158002	"54,260"	"54,310"	"54,260"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,990"	2009-11-03	NYS	"7,30"		Non
ENBRIDGE GAS 5.57% 29JA14		T32430	Obligations (autres)	2606000	"110,615"	"110,615"	"110,615"	CAD								CA	Non	n/d	n/d	"5,570"	Obligation	2	2014-01-29	"0,000"			"5,04"	"2,756,179"	Non
ENBRIDGE INC	ENB	252343	Actions ordinaires	315	"46,680"	"46,860"	"46,680"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,370"	2009-11-12	TSE	"3,17"		Non
ENBRIDGE INC 3.95% 15FV10		V15112	Obligations corporatives	2606000	"100,162"	"100,162"	"100,162"	CAD								CA	Non	n/d	n/d	"3,950"	Obligation	2	2010-02-15	"0,000"			"3,94"	"1,090,301"	Non
ENBRIDGE INC 4.67% 25MR13		V15115	Obligations (autres)	2606000	"106,729"	"106,729"	"106,729"	CAD								CA	Non	n/d	n/d	"4,670"	Obligation	2	2013-03-25	"0,000"			"4,38"	"2,445,244"	Non
ENBRIDGE INC 7.8%PF COPR*	ENB.PR.D	252361	Obligations corporatives	3108003	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	4	2051-03-31	"0,488"	2005-12-13	TSE	n/d	n/d	Non
ENBRIDGE INC 8% PFD-COPR*		252358	Actions privilégiées	3108003	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4	2075-01-01	"0,500"			n/d		Non
ENBRIDGE INCM FND ORD T/U	ENF.UN	252352	Fiducies de redevances	3308001	"12,860"	"12,900"	"12,900"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,096"	2010-01-27	TSE	"8,93"		Non
ENBRIDGE PPL 4.46% 17DC12		T32395	Obligations corporatives	2606000	"106,233"	"106,233"	"106,233"	CAD								CA	Non	n/d	n/d	"4,460"	Obligation	2	2012-12-17	"0,000"			"4,20"	"2,222,680"	Non
ENBRIDGE PPL 6.05% 12FB29		T32383	Obligations corporatives	2606000	"107,899"	"107,899"	"107,899"	CAD								CA	Non	n/d	n/d	"6,050"	Obligation	2	2029-02-12	"0,000"			"5,61"	"5,381,687"	Non
ENCANA CB 5.8% 18JA18		T32429	Obligations corporatives	2606000	"110,470"	"110,470"	"110,470"	CAD								CA	Non	n/d	n/d	"5,800"	Obligation	2	2018-01-18	"0,000"			"5,25"	"4,239,741"	Non
ENCANA CB-04 7% 23MR34*		T32386	Obligations (autres)	2606000	"100,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"7,000"	Obligation	2	2034-03-23	"0,000"			"7,00"	"6,998,876"	Non
ENCANA CORP	ECA	252362	Actions ordinaires	315	"34,280"	"34,450"	"34,370"	CAD								CA	Oui	n/d	n/d	"0,000"	Action	4		"0,200"	2009-12-17	TSE	"2,46"		Non
ENCANA CORP PFD 8.5%COPR*		252367	Actions privilégiées	3108003	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4	2075-01-01	"0,531"	2004-06-11		n/d		Non
ENDEAVOUR FINANCIAL CORP	EDV	252981	Actions ordinaires	330	"1,700"	"1,730"	"1,700"	CAD								ZZ	Non	n/d	n/d	"0,000"	Action	12		"0,030"	2009-01-26	TSE	"21,18"		Non
ENDESA S.A. ADR *	ELE	252759	Actions ordinaires	3308000	"47,625"	"47,625"	"0,000"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,150"	2007-09-18	NYS	n/d		Non
ENDOLOGIX INC	ELGX	252786	Actions ordinaires	330	"5,160"	"5,170"	"5,180"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
ENEL SPA ADR	ENLAY	253135	Actions ordinaires	3308000	"0,000"	"0,000"	"5,580"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,149"	2009-11-23	NAS	n/d		Non
ENEL SPA - SPON ADR	EN	252903	Actions ordinaires	3308000	"0,000"	"0,000"	"54,300"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"2,278"	2008-06-23	NYS	n/d		Non
ENERFLEX SYS INCM FD T/U	EFX.UN	252851	Fiducies de redevances	3308001	"14,460"	"14,490"	"14,490"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,300"	2009-12-29	TSE	"8,28"		Non
ENERGIAS DE POR S/ADR	EDP	248357	Actions ordinaires	3308000	"0,000"	"0,000"	"41,650"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"1,897"	2009-05-11	NYS	n/d		Non
ENERGIZER HOLDINGS INC	ENR	252920	Actions ordinaires	315	"59,060"	"59,100"	"59,120"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non
ENERGY EAST CORP *	EAS	252853	Actions ordinaires	330	"28,560"	"28,580"	"28,560"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,310"	2008-07-24	NYS	"4,34"		Non
ENERGY FUELS INC	EFR	253706	Actions ordinaires	330	"0,250"	"0,260"	"0,255"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non
ENERGY PARTNERS LTD *	EPL	252945	Actions ordinaires	315	"0,000"	"0,000"	"0,420"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non
ENERGY PLUS INCM FD T/U	EPF.UN	253029	Fiducies de redevances	3308001	"6,750"	"6,860"	"6,800"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,043"	2010-01-27	TSE	"7,50"		Non
ENERGY SPLIT CORP INC	ES	252947	Actions ordinaires	3308005	"9,750"	"9,940"	"9,750"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,290"	2009-12-07	TSE	"11,90"		Non
ENERGY SVGS INCM FND T/U*	SIF.UN	252858	Fiducies de redevances	3308001	"11,090"	"11,180"	"11,100"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,103"	2009-05-13	TSE	"11,17"		Non
ENERPLUS ENERGY II *		994823	Autres titres	380	"11,100"	"11,100"	"11,100"	CAD								CA	Non	n/d	n/d	"0,000"	Autre	0		"0,000"			n/d		Non
ENERPLUS RESOURCES FD T/U	ERF.UN	253432	Fiducies de redevances	3158001	"23,800"	"23,910"	"23,820"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,180"	2009-12-29	TSE	"9,07"		Non
ENERVEST DVF INC T/U-TEMP		253039	Fiducies de redevances	3308001	"11,730"	"11,770"	"11,730"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non
ENERVEST DVF INCM T/U-NEW	EIT.UN	252936	Fiducies de redevances	3308001	"12,900"	"12,940"	"12,900"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,100"	2010-01-27	TSE	"9,30"		Non
ENERVEST NTL RESC /N	NLEO040	253104	Fonds d'actions	3807100	"13,320"	"13,320"	"13,320"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
ENGHOUSE SYSTEMS LTD	ESL	253119	Actions ordinaires	330	"7,920"	"8,000"	"8,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,030"	2009-11-12	TSE	"1,50"		Non
ENGINEERED SUPPORT SYS *	EASI	252877	Actions ordinaires	315	"43,020"	"43,070"	"43,020"	USD								US	Non	n/d	n/d	"0,000"	Action	2		"0,018"	2005-06-28	NAS	"0,08"		Non
ENHANCED OIL RESOURCES	EOR	253786	Actions ordinaires	330	"0,200"	"0,215"	"0,210"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non
ENI S P A ADR	E	252991	Actions ordinaires	3158000	"48,640"	"48,670"	"48,690"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	2		"1,464"	2009-09-21	NYS	"6,01"		Non
ENRON CORP *		253075	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,000"			n/d		Non
ENSCO INTERNATIONAL INC *	ESV	239389	Actions ordinaires	330	"42,220"	"42,240"	"41,930"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,025"	2009-12-03	NYS	"0,24"		Non
ENSIGN ENERGY SVCS INC	ESI	253173	Actions ordinaires	315	"15,870"	"15,930"	"15,900"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,088"	2009-12-17	TSE	"2,20"		Non
ENTERASYS NETWORKS INC *	ETS	253362	Actions ordinaires	315	"1,260"	"1,270"	"1,270"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non
ENTERGY CORP	ETR	253136	Actions ordinaires	315	"78,690"	"78,720"	"78,730"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,750"	2009-11-09	NYS	"3,81"		Non
ENTERTAINMNT ONE INCM T/U	EOF.UN	253325	Fiducies de redevances	3308001	"3,570"	"3,590"	"3,570"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2006-05-29	TSE	n/d		Non
ENTRUST INC *	ENTU	253338	Actions ordinaires	330	"1,990"	"2,000"	"2,000"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
ENVIRO SOLUTIONS WORLDWID	ESWW	253216	Actions ordinaires	330	"0,570"	"0,690"	"0,620"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
EOG RESOURCES INC	EOG	253383	Actions ordinaires	315	"94,930"	"94,950"	"94,970"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,145"	2010-01-13	NYS	"0,61"		Non
EPCOR PF EQ C/RD 1ST PF-*	EPE.PR.A	240308	Actions privilégiées rachetables	310	"24,950"	"25,000"	"24,950"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,344"	2007-09-13	TSE	"5,51"		Non
EPCOR POWER EQ CR S1 PFD*	EPP.PR.A	241551	Actions privilégiées perpétuelles à taux fixe	310	"17,350"	"17,390"	"17,390"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,303"	2009-09-15	TSE	"6,97"		Non
EPCOR POWER EQTY S-2 PFD*	EPP.PR.B	241566	Actions privilégiées	310	"26,110"	"26,390"	"26,390"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,000"		TSE	"0,00"		Non
EPCOR POWER LPU *	EP.UN	240254	Fiducies de redevances	3308002	"0,000"	"0,000"	"13,437"	USD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,147"	2009-10-28	TSE	"12,38"		Non
EPHONE TELECOM INC	EPHO	253286	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
EPIC BEVERAGES LTD		253258	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non
EPIC DATA INTL INC	EKD	253263	Actions ordinaires	330	"0,165"	"0,290"	"0,165"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
EPIQ SYSTEMS INC	EPIQ	253430	Actions ordinaires	315	"12,520"	"12,530"	"12,530"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
EQT CPG NCI 2.7% 13AU12A		T36935	Certificats de dépôt	2203010	"100,000"	"100,000"	"0,000"	CAD								CA	Non	n/d	n/d	"2,700"	Obligation	1	2012-08-13	"0,000"			"2,70"	"2,700,000"	Non
EQT CPG NCI 4.7% 6AU13A		T36024	Certificats de dépôt	2203010	"100,000"	"100,000"	"0,000"	CAD								CA	Non	n/d	n/d	"4,700"	Obligation	1	2013-08-06	"0,000"			"4,70"	"4,700,000"	Non
EQT CPG NCI 4.7%30JL13CA		T35982	Certificats de dépôt (intérêts composés)	2203010	"100,000"	"100,000"	"0,000"	CAD								CA	Non	n/d	n/d	"4,700"	Obligation	1	2013-07-30	"0,000"			"4,70"	"4,700,000"	Non
EQT CPG NCI 4.17% 10JA12A		T34706	Certificats de dépôt	2203010	"100,000"	"100,000"	"0,000"	CAD								CA	Non	n/d	n/d	"4,170"	Obligation	1	2012-01-10	"0,000"			"4,17"	"4,170,000"	Non
EQT CPG NCI 4.45% 2AV13CA		T35700	Certificats de dépôt (intérêts composés)	2203010	"100,000"	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,450"	Obligation	1	2013-04-02	"0,000"			"4,45"	"4,450,000"	Non
EQT CPG NCI 4.55% 11FV13A		T35616	Certificats de dépôt	2203010	"100,000"	"100,000"	"0,000"	CAD								CA	Non	n/d	n/d	"4,550"	Obligation	1	2013-02-11	"0,000"			"4,55"	"4,550,000"	Non
EQT CPG NCI 4.61% 4MR13A		T35650	Certificats de dépôt	2203010	"100,000"	"100,000"	"0,000"	CAD								CA	Non	n/d	n/d	"4,610"	Obligation	1	2013-03-04	"0,000"			"4,61"	"4,610,000"	Non
EQT CPG NCI 4.65% 8AV13A		T35707	Certificats de dépôt	2203010	"100,000"	"100,000"	"0,000"	CAD								CA	Non	n/d	n/d	"4,650"	Obligation	1	2013-04-08	"0,000"			"4,65"	"4,650,000"	Non
EQT CPG NCI 4.81% 4OC12CA		T35387	Certificats de dépôt (intérêts composés)	2203010	"100,000"	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,810"	Obligation	1	2012-10-04	"0,000"			"4,81"	"4,810,000"	Non
EQT CPG NCI 4.9% 24AU12A		T35240	Certificats de dépôt	2203010	"100,000"	"100,000"	"0,000"	CAD								CA	Non	n/d	n/d	"4,900"	Obligation	1	2012-08-24	"0,000"			"4,90"	"4,900,000"	Non
EQT CPG NCI 4.95% 5DC12A		T35514	Certificats de dépôt	2203010	"100,000"	"100,000"	"0,000"	CAD								CA	Non	n/d	n/d	"4,950"	Obligation	1	2012-12-05	"0,000"			"4,95"	"4,950,000"	Non
EQT CPG NCI 4.96% 4DC12A		T35509	Certificats de dépôt	2203010	"100,000"	"100,000"	"0,000"	CAD								CA	Non	n/d	n/d	"4,960"	Obligation	1	2012-12-04	"0,000"			"4,96"	"4,960,000"	Non
EQT CPG NCI 5.02% 4JL12A		T35094	Certificats de dépôt	2203010	"100,000"	"100,000"	"0,000"	CAD								CA	Non	n/d	n/d	"5,020"	Obligation	1	2012-07-04	"0,000"			"5,02"	"5,020,000"	Non
EQT CPG NCI 5.06% 6JL12A		T35104	Certificats de dépôt	2203010	"100,000"	"100,000"	"0,000"	CAD								CA	Non	n/d	n/d	"5,060"	Obligation	1	2012-07-06	"0,000"			"5,06"	"5,060,000"	Non
EQUICAP FINANCIAL CORP *	EQF	253483	Actions ordinaires	330	"0,820"	"0,850"	"0,850"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		V	n/d		Non
EQUIFAX INC	EFX	253345	Actions ordinaires	315	"31,850"	"31,870"	"31,850"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,040"	2009-11-20	NYS	"0,50"		Non
EQUITY ONE INC	EQY	254285	Actions ordinaires	3158008	"16,950"	"16,960"	"16,960"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,220"	2009-12-11	NYS	"5,19"		Non
ERICSSON L M TEL ADR	ERIC	254383	Actions ordinaires	3158000	"9,800"	"9,810"	"9,800"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,229"	2009-04-23	NAS	n/d		Non
ERSTE GROUP BANK AG-ADR	EBKDY	254496	Actions ordinaires	3308000	"0,000"	"0,000"	"19,830"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,453"	2009-05-12	NAS	n/d		Non
ESCROW-MIRANT CORP		839526	Autres titres	340	"0,000"	"0,000"	"0,000"	CAD								US	Non	n/d	n/d	"0,000"	Autre	0		"0,000"			n/d		Non
ESPERANZA SILVER CORP	EPZ	255143	Actions ordinaires	330	"1,140"	"1,160"	"1,140"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non
ESPRIT E-10 CV6.5%31DC10*	EEE.DB	Y22486	Débentures convertibles	2756000	"100,160"	"100,750"	"100,750"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2010-12-31	"0,000"		TSE	n/d	"0,000000"	Non
ESPRIT ENERGY-CL B T/U *		255178	Fiducies de redevances	3308001	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,140"	2005-06-28		n/d		Non
ESSENTIAL ENGY SVCS T/U	ESN.UN	256987	Fiducies de redevances	3308001	"1,260"	"1,270"	"1,260"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,010"	2009-09-28	TSE	"3,17"		Non
ESSILOR INTL SA ADR	ESLOY	255255	Actions ordinaires	3308000	"0,000"	"0,000"	"29,450"	USD								FR	Non	n/d	n/d	"0,000"	Action	1		"0,458"	2009-05-18	NAS	"1,56"		Non
ESTATION NETWORK SERVICES	ESNSF	255313	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
ETHICAL INCM	EFI062C	994963	Fonds d'obligations canadiennes et fonds à revenu	3807700	"11,250"	"11,250"	"11,250"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
EURO-NET INV LTD	ENIVF	256334	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
EURO-NET INVESTMENT LTD *		255439	Actions ordinaires	330	"0,030"	"0,030"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2000-10-25		n/d		Non
EUROPE FUND INC *	EF	255329	Actions ordinaires	3308015	"13,920"	"13,970"	"13,920"	USD								US	Non	n/d	n/d	"0,000"	Action	1		"0,775"	2004-12-13	NYS	"5,57"		Non
EUROPEAN AERO DEFENSE ADR	EADSY	256162	Actions ordinaires	3308000	"0,000"	"0,000"	"14,280"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	1		"0,187"	2008-06-02	NAS	"1,31"		Non
EUROPEAN GOLDFIELDS LTD	EGU	255559	Actions ordinaires	315	"5,460"	"5,470"	"5,460"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
EVEN TECHNOLOGIES INC	ETI	255993	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non
EVEREADY CV L33 7%30JN1*	EIS.DB	T33162	Débentures convertibles	2756000	"73,000"	"77,000"	"74,000"	CAD								CA	Non	n/d	n/d	"7,000"	Obligation	2	2011-06-30	"0,000"		TSE	"9,46"	"30,782,131"	Non
EVEREADY INC CV 7% 30JN11	EIS.DB	T33163	Obligations (autres)	2756000	"99,200"	"99,200"	"99,200"	CAD								CA	Non	n/d	n/d	"7,000"	Obligation	2	2011-06-30	"0,000"		TSE	"7,06"	"7,594,739"	Non
EVERGREEN GAMING CORP	TNA	256785	Actions ordinaires	330	"0,025"	"0,040"	"0,025"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non
EVO REA /N	EVO460	970342	Fonds d'actions canadiennes	3807152	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
