"Description"	"Symbol"	"Security"	"Subcategory"	"Type"	"Bid"	"Ask"	"Close"	"Cur. Price"	"Subsequent Amount"	"Region"	"Non-redeemable"	"Maturity"	"Market"	"Interest"	"Initial Amount"	"Frequency"	"Financial Instrument"	"Dividend Date"	"Dividend"	"MY (%)"	"YTM - Market (%)"
"AMERICA MOVIL S.A.B ADR"	"AMX"	"019267"	"Common Stock"	"3158000"	"42.900"	"42.910"	"42.940"	"USD"	"n/a"	"ZZ"	"No"	""	"NYS"	"0.000"	"n/a"	"2"	"Equity"	"12/07/2009"	"0.771"	"3.59"	""
"AMERICA ONLINE INC *"	""	"019293"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMERICAN AGRI-TECH CORP"	""	"019352"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMERICAN BARRICK RES CRP*"	""	"019640"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMERICAN BONANZA GLD MNG*"	""	"019611"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMERICAN EAGLE PETE LTD"	""	"021188"	"Common Stock"	"330"	"0.125"	"0.125"	"0.125"	"CAD"	"n/a"	"CA"	"No"	""	"T"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMERICAN ELECTRIC POWER"	"AEP"	"021204"	"Common Stock"	"315"	"35.620"	"35.640"	"35.620"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/06/2009"	"0.410"	"4.60"	""
"AMERICAN ENTNMT&ANIMATIO*"	""	"021365"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMERICAN EXPLORATION CORP"	"AEXP"	"021467"	"Common Stock"	"330"	"0.520"	"0.550"	"0.530"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMERICAN EXPRESS CO"	"AXP"	"021469"	"Common Stock"	"315"	"37.790"	"37.800"	"37.790"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"01/07/2010"	"0.180"	"1.91"	""
"AMERICAN GREETINGS CL-A-"	"AM"	"021972"	"Common Stock"	"315"	"19.330"	"19.350"	"19.320"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"12/21/2009"	"0.120"	"2.48"	""
"AMERICAN HOME MTG INV"	"AHM"	"022127"	"Common Stock"	"3308008"	"0.000"	"0.000"	"0.043"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"04/04/2007"	"1.120"	"0.00"	""
"AMERICAN HOME MTG INVT *"	"AHMH"	"022126"	"Common Stock"	"330"	"23.150"	"23.160"	"23.150"	"USD"	"n/a"	"US"	"No"	""	"XY"	"0.000"	"n/a"	"4"	"Equity"	"12/02/2003"	"0.030"	"0.00"	""
"AMERICAN HOME PRODUCTS *"	""	"022210"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"4"	"Equity"	""	"0.000"	"n/a"	""
"AMERICAN HOMEPATIENT"	"AHOM"	"021913"	"Common Stock"	"330"	"0.160"	"0.230"	"0.160"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMERICAN INCOME TRUST T/*"	"USA.UN"	"022337"	"Trust Units"	"3308001"	"9.050"	"9.600"	"9.200"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"05/29/2006"	"0.071"	"0.00"	""
"AMERICAN LEDUC PETROLM *"	""	"022541"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMERICAN MANOR ENTERPRIS*"	"AMN"	"022551"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMERICAN NATURAL ENERGY"	"ANR.U"	"023321"	"Common Stock"	"330"	"0.030"	"0.040"	"0.035"	"USD"	"n/a"	"US"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMERICAN RESERVE MNG CP*"	""	"024701"	"Common Stock"	"330"	"0.295"	"0.295"	"0.295"	"USD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMERICAN TEL & TEL *"	""	"025999"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"4"	"Equity"	""	"0.000"	"n/a"	""
"AMERICAN TOWER CORP -A-"	"AMT"	"026304"	"Common Stock"	"315"	"43.170"	"43.180"	"43.200"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMERITRADE HOLDING CORP *"	"AMTD"	"026594"	"Common Stock"	"315"	"26.070"	"26.100"	"26.100"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	"01/13/2006"	"6.000"	"n/a"	""
"AMERSIN LIFE SCIENCES CR*"	"AMLS"	"030035"	"Common Stock"	"330"	"0.000"	"0.000"	"0.006"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMETEK INC"	"AME"	"026549"	"Common Stock"	"315"	"37.130"	"37.140"	"37.130"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"12/02/2009"	"0.060"	"0.65"	""
"AMGEN INC"	"AMGN"	"026630"	"Common Stock"	"315"	"55.710"	"55.720"	"55.710"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMI RESOURCES INC"	"AMU"	"026802"	"Common Stock"	"330"	"0.140"	"0.165"	"0.165"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMISCO INDUSTRIES LTD *"	"IAC"	"339229"	"Common Stock"	"330"	"1.600"	"1.790"	"1.600"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"1"	"Equity"	"10/14/2005"	"0.200"	"0.00"	""
"AMISK INC CL-A"	"AS.A"	"026650"	"Common Stock"	"330"	"0.500"	"0.820"	"0.500"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	""	"0.075"	"60.00"	""
"AMISK REG INMV INC PF S1*"	""	"026651"	"Preferred Shares"	"310"	"3.010"	"3.050"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"4"	"Equity"	"09/28/2004"	"0.048"	"0.00"	""
"AMN HEALTHCARE SVCS INC"	"AHS"	"026828"	"Common Stock"	"315"	"9.180"	"9.190"	"9.170"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMOS BEO 4% 28DC11"	""	"Q01602"	"Municipal & Para-governmental Bonds"	"2601411"	"103.722"	"103.722"	"103.722"	"CAD"	"n/a"	"CA"	"No"	"12/28/2011"	""	"4.000"	"n/a"	"2"	"Bond"	""	"0.000"	"3.86"	"2.016359"
"AMPAL-AMER ISRAEL CORP"	"AMPL"	"026900"	"Common Stock"	"330"	"2.760"	"2.770"	"2.770"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMPHENOL CORP CL-A"	"APH"	"026905"	"Common Stock"	"315"	"40.800"	"40.820"	"40.850"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"12/14/2009"	"0.015"	"0.15"	""
"AMQUI MN 4% 22NV10"	""	"Q01560"	"Municipal & Para-governmental Bonds"	"2601411"	"101.431"	"101.431"	"101.431"	"CAD"	"n/a"	"CA"	"No"	"11/22/2010"	""	"4.000"	"n/a"	"2"	"Bond"	""	"0.000"	"3.94"	"2.232835"
"AMR CORP DEL"	"AMR"	"000450"	"Common Stock"	"315"	"7.880"	"7.890"	"7.880"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMSECO EXPLORATION LTD"	"AEL"	"027154"	"Common Stock"	"330"	"0.100"	"0.120"	"0.100"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMT ENVIRONMENTAL PRODS *"	""	"026933"	"Common Stock"	"330"	"0.290"	"0.000"	"0.000"	"USD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AMTELECOM INCOME FUND T/*"	"AMT.UN"	"026956"	"Trust Units"	"3308001"	"14.210"	"14.380"	"14.210"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"05/29/2007"	"0.100"	"0.00"	""
"AMVESCAP INC N/V EXCH *"	"AVZ"	"026979"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"2"	"Equity"	"04/25/2007"	"0.122"	"n/a"	""
"AMVESCAP PLC SPND/ADR *"	"AVZ"	"026969"	"Common Stock"	"3158000"	"24.260"	"24.280"	"24.280"	"USD"	"n/a"	"GB"	"No"	""	"NYS"	"0.000"	"n/a"	"2"	"Equity"	"04/25/2007"	"0.208"	"0.00"	""
"ANACOMP INC - NEW"	"ANCOQ"	"027602"	"Common Stock"	"330"	"0.030"	"0.045"	"0.045"	"USD"	"n/a"	"US"	"No"	""	"XY"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANACOMP INC IND CL-B"	"ANCPB"	"027603"	"Common Stock"	"330"	"0.300"	"1.100"	"0.300"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANADIGICS INC"	"ANAD"	"027635"	"Common Stock"	"315"	"3.960"	"4.000"	"3.990"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANALOG DEVICES INC"	"ADI"	"028019"	"Common Stock"	"315"	"28.020"	"28.040"	"28.010"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"12/02/2009"	"0.200"	"2.86"	""
"ANALYTICAL SOFTWARE INC"	"ANLSF"	"028078"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANAREN INC"	"ANEN"	"028280"	"Common Stock"	"315"	"16.210"	"16.230"	"16.230"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANDERSON EXPLORATION LTD*"	""	"028674"	"Common Stock"	"330"	"40.000"	"40.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"2"	"Equity"	"09/12/2001"	"0.160"	"0.00"	""
"ANDREANE MINING RES INC"	""	"029235"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANDRES WINES LTD CL A NV*"	"ADW.A"	"029250"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"09/28/2006"	"0.190"	"n/a"	""
"ANDROMED INC *"	"AD"	"029285"	"Common Stock"	"330"	"0.095"	"0.110"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANGIOTECH PHARMACEUTICALS"	"ANP"	"029375"	"Common Stock"	"315"	"1.300"	"1.380"	"1.310"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANGLO AMER PLC ADR"	"AAUKY"	"029471"	"Common Stock"	"3158000"	"0.000"	"0.000"	"19.950"	"USD"	"n/a"	"GB"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	"08/20/2008"	"0.220"	"n/a"	""
"ANGLO IRISH BANK CORP ADR"	"AGIBY"	"031151"	"Common Stock"	"3308000"	"0.000"	"0.000"	"0.160"	"USD"	"n/a"	"ZZ"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	"05/14/2008"	"0.124"	"n/a"	""
"ANGLO SWISS RES INC"	"ASW"	"031870"	"Common Stock"	"330"	"0.350"	"0.355"	"0.350"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANGLOGOLD ASHANTI LTD ADR"	"AU"	"031865"	"Common Stock"	"3158000"	"38.210"	"38.220"	"38.200"	"USD"	"n/a"	"ZZ"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	"08/19/2009"	"0.077"	"n/a"	""
"ANGOSS SOFTWARE CORP *"	"ANC"	"031903"	"Common Stock"	"330"	"0.000"	"0.000"	"0.809"	"USD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANHEUSER-BUSCH CO.INC. *"	"BUD"	"031915"	"Common Stock"	"330"	"68.550"	"68.640"	"68.580"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/06/2008"	"0.370"	"0.00"	""
"ANHEUSER-BUSCH INBEV"	"AHBIF"	"031958"	"Common Stock"	"330"	"50.872"	"50.872"	"50.872"	"CAD"	"n/a"	"ZZ"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANHEUSER-BUSCH INBEV ADR"	"AHBIY"	"031960"	"Common Stock"	"3158000"	"48.380"	"48.450"	"48.350"	"USD"	"n/a"	"ZZ"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANIKA THERAPEUTICS INC"	"ANIK"	"031916"	"Common Stock"	"330"	"6.510"	"6.560"	"6.540"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANIMACIS TECHNOLOGIES INC"	""	"031922"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANJOU 8% 9JL06"	""	"Q01870"	"Municipal & Para-governmental Bonds"	"2601411"	"100.000"	"100.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	"07/09/2006"	""	"8.000"	"n/a"	"2"	"Bond"	""	"0.000"	"8.00"	"0.000000"
"ANNTAYLOR STORES INC"	"ANN"	"032200"	"Common Stock"	"315"	"12.200"	"12.210"	"12.220"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANOORAQ RESOURCES CORP"	"ARQ"	"032337"	"Common Stock"	"330"	"1.280"	"1.300"	"1.280"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANTRIM ENERGY INC"	"AEN"	"033518"	"Common Stock"	"330"	"1.300"	"1.320"	"1.320"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANTS SOFTWARE INC"	"ANTS"	"032644"	"Common Stock"	"330"	"0.860"	"0.950"	"0.950"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANVIL MINING LTD"	"AVM"	"033433"	"Common Stock"	"315"	"3.240"	"3.260"	"3.250"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ANVIL RANGE MN SLV RY UN*"	""	"033435"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"2"	"Equity"	""	"0.000"	"n/a"	""
"AO MOSENERGO SPONS ADR"	"AOMOY"	"000647"	"Common Stock"	"3308000"	"0.000"	"0.000"	"11.750"	"USD"	"n/a"	"ZZ"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	"05/15/2007"	"0.041"	"n/a"	""
"AOL INC"	"AOL"	"033437"	"Common Stock"	"315"	"23.970"	"23.990"	"23.960"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AOL TIME WARNER INC *"	""	"033436"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AON CORP"	"AON"	"033417"	"Common Stock"	"315"	"38.940"	"38.960"	"38.930"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"01/28/2010"	"0.150"	"1.54"	""
"APACHE CORPORATION"	"APA"	"033928"	"Common Stock"	"315"	"103.900"	"103.930"	"104.000"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"01/20/2010"	"0.150"	"0.58"	""
"APARTMENT INV & MGMT A"	"AIV"	"033440"	"Common Stock"	"3158008"	"15.510"	"15.520"	"15.540"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"12/29/2009"	"0.100"	"2.57"	""
"APF ENERGY -T/U- *"	""	"000701"	"Trust Units"	"3308001"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"12"	"Equity"	"05/27/2005"	"0.160"	"n/a"	""
"APOLLO GOLD CORP"	"APG"	"034099"	"Common Stock"	"330"	"0.455"	"0.465"	"0.455"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"APOLLO GROUP INC -A-"	"APOL"	"034092"	"Common Stock"	"315"	"60.830"	"60.900"	"60.900"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"APPLE INC"	"AAPL"	"033740"	"Common Stock"	"315"	"202.860"	"203.030"	"203.075"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"APPLIED CARBON TECH INC *"	""	"033795"	"Common Stock"	"330"	"0.040"	"0.070"	"0.000"	"USD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"10/03/2000"	"0.000"	"n/a"	""
"APPLIED MAGNETICS CORP *"	""	"033852"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"APPLIED MATERIALS INC"	"AMAT"	"034033"	"Common Stock"	"315"	"12.630"	"12.640"	"12.640"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"4"	"Equity"	"11/09/2009"	"0.060"	"1.90"	""
"APPLIED MICRO CIRCUIT-NEW"	"AMCC"	"033971"	"Common Stock"	"315"	"7.970"	"7.980"	"7.980"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"APPLIED NANOTECH HOLDINGS"	"APNT"	"034020"	"Common Stock"	"330"	"0.200"	"0.205"	"0.200"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"APTARGROUP INC"	"ATR"	"034135"	"Common Stock"	"315"	"36.070"	"36.080"	"36.060"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"10/26/2009"	"0.150"	"1.66"	""
"AQUA-PURE VENTURE LTD"	"AQE"	"034173"	"Common Stock"	"330"	"0.240"	"0.270"	"0.240"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AR KATIVIK BEO 4% 22FB11"	""	"Q37252"	"Municipal & Para-governmental Bonds"	"2601411"	"102.449"	"102.449"	"102.449"	"CAD"	"n/a"	"CA"	"No"	"02/22/2011"	""	"4.000"	"n/a"	"2"	"Bond"	""	"0.000"	"3.90"	"1.692729"
"AR KATIVIK BEO 4.15%9MY13"	""	"Q68339"	"Municipal & Para-governmental Bonds"	"2601411"	"104.268"	"104.268"	"104.268"	"CAD"	"n/a"	"CA"	"No"	"05/09/2013"	""	"4.150"	"n/a"	"2"	"Bond"	""	"0.000"	"3.98"	"2.781288"
"AR KATIVIK BEO 4.5%12NV13"	""	"Q69392"	"Municipal & Para-governmental Bonds"	"2601411"	"105.365"	"105.365"	"105.365"	"CAD"	"n/a"	"CA"	"No"	"11/12/2013"	""	"4.500"	"n/a"	"2"	"Bond"	""	"0.000"	"4.27"	"2.993034"
"AR KATIVIK BEO4.05%19DC13"	""	"Q37011"	"Municipal & Para-governmental Bonds"	"2601411"	"103.703"	"103.703"	"103.703"	"CAD"	"n/a"	"CA"	"No"	"12/19/2013"	""	"4.050"	"n/a"	"2"	"Bond"	""	"0.000"	"3.91"	"3.034955"
"AR KATIVIK BEO4.35% 8DC11"	""	"Q37186"	"Municipal & Para-governmental Bonds"	"2601411"	"104.294"	"104.294"	"104.294"	"CAD"	"n/a"	"CA"	"No"	"12/08/2011"	""	"4.350"	"n/a"	"2"	"Bond"	""	"0.000"	"4.17"	"1.995736"
"ARACRUZ CELULOSE ADR *"	"ARA"	"034307"	"Common Stock"	"3308000"	"21.250"	"21.260"	"21.250"	"USD"	"n/a"	"ZZ"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	"06/26/2008"	"0.534"	"n/a"	""
"ARAMARK CORP *"	"RMK"	"034346"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/22/2006"	"0.070"	"n/a"	""
"ARBEC FOREST PRODS-A SV *"	"ABR.SV.A"	"034491"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ARBOR MEMORIAL CL-A VTG"	"ABO.A"	"034499"	"Common Stock"	"330"	"23.100"	"23.950"	"23.100"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"12/29/2009"	"0.110"	"1.90"	""
"ARBOR MEMORIAL CL-B NV"	"ABO.B"	"034502"	"Common Stock"	"330"	"23.500"	"24.340"	"23.500"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"12/29/2009"	"0.110"	"1.87"	""
"ARC ENERGY T/U"	"AET.UN"	"000527"	"Trust Units"	"3158001"	"20.220"	"20.250"	"20.240"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"01/27/2010"	"0.100"	"5.93"	""
"ARCA EXPLORATIONS INC *"	""	"034625"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"08/25/2004"	"0.000"	"n/a"	""
"ARCADIA RESOURCES INC"	"ACDI"	"034642"	"Common Stock"	"330"	"0.540"	"0.550"	"0.530"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ARCELOR MITTAL-A NY REG *"	"MT"	"034654"	"Common Stock"	"315"	"68.600"	"69.090"	"68.600"	"USD"	"n/a"	"ZZ"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"08/31/2007"	"0.325"	"0.00"	""
"ARCELORMITTAL-NY REG-NEW"	"MT"	"034659"	"Common Stock"	"315"	"42.500"	"42.550"	"42.500"	"USD"	"n/a"	"ZZ"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/20/2009"	"0.188"	"1.76"	""
"ARCH CAPITAL GROUP LTD"	"ACGL"	"034675"	"Common Stock"	"315"	"71.670"	"71.690"	"71.690"	"USD"	"n/a"	"ZZ"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ARCHER-DANIELS-MIDLAND CO"	"ADM"	"035063"	"Common Stock"	"315"	"29.750"	"29.760"	"29.770"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/17/2009"	"0.140"	"1.88"	""
"ARCHSTONE COMM TR SBI*"	""	"031618"	"Common Stock"	"330"	"21.500"	"21.500"	"0.000"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"4"	"Equity"	"10/25/2001"	"0.410"	"0.00"	""
"ARCTIC CV 6.5% 31JL11"	"AG.DB"	"R22558"	"Convertible Debentures"	"2756000"	"96.000"	"97.950"	"96.000"	"CAD"	"n/a"	"CA"	"No"	"07/31/2011"	"TSE"	"6.500"	"n/a"	"2"	"Bond"	""	"0.000"	"6.77"	"9.389884"
"ARCTIC GLACIER INC FD T/U"	"AG.UN"	"035093"	"Trust Units"	"3308001"	"3.400"	"3.450"	"3.400"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"08/27/2008"	"0.000"	"0.00"	""
"ARCTURUS VENTURES INC"	"AZN"	"034322"	"Common Stock"	"330"	"0.040"	"0.045"	"0.040"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
